Cod;Municipio;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
3125101;Extrema;1713348;1605403;1777296;1894676;2169358;2382529;2395734;2592998;3218496;3763247;4533409;5548187;6100587;5956379;6690933;7871199;9523321
3125200;Fama;33459;27655;36933;31333;39580;37101;42966;38631;46829;51993;43856;39536;37748;41822;42977;42646;39929
3125309;Faria Lemos;41625;45003;49399;49898;53557;50691;54220;49736;46716;54509;53476;50182;53372;54087;52743;55860;54247
3125408;Felício dos Santos;37712;35591;32566;35739;37348;39223;42798;41818;41902;43961;46132;49592;45573;46220;47492;45050;43131
3125507;São Gonçalo do Rio Preto;24266;23185;23143;24774;26009;30021;30693;30816;29482;31997;32452;33185;32751;31884;31735;33884;33699
3125606;Felisburgo;46835;46507;46972;49296;50721;51472;52515;58111;56502;55382;58046;62893;64162;65441;63726;60423;57061
3125705;Felixlândia;139194;138537;144147;166526;188517;188315;250453;222603;318464;310475;383277;460734;312022;294782;280568;218980;222534
3125804;Fernandes Tourinho;21255;21468;21240;24742;26925;27790;28798;28411;30876;31678;33404;36157;38155;37340;35703;40889;39459
3125903;Ferros;90844;139287;214164;189986;114766;116079;110676;97290;108107;111712;128170;129751;133041;118503;118200;115610;115449
3125952;Fervedouro;71551;77335;81617;83613;88946;85594;96759;97566;94646;112120;115660;118708;117454;125046;115613;108452;110743
3126000;Florestal;69598;70204;72719;79354;81761;77878;80493;81421;88343;92457;99989;101167;118306;118503;114097;115021;112131
3126109;Formiga;992685;994691;1074323;1124862;1176133;1286027;1272460;1359726;1501332;1553322;1600904;1585599;1629521;1565406;1609252;1692451;1695793
3126208;Formoso;112589;114052;130536;128264;110524;119501;148329;151997;137243;186301;192421;206353;206946;188726;192693;161354;200943
3126307;Fortaleza de Minas;177513;215411;315986;258753;302278;346008;280473;391138;463822;529246;454184;133385;124857;109933;107477;70208;64839
3126406;Fortuna de Minas;32535;33302;31700;32861;33546;33435;35160;37770;36344;39029;38163;45379;42924;38576;37196;37868;37587
3126505;Francisco Badaró;53777;51162;52927;55741;55552;57674;59181;59505;59318;60140;62253;66366;71222;70837;68483;68897;65145
3126604;Francisco Dumont;30572;31701;32342;34779;36377;37354;43402;46318;49853;53749;257448;42786;50171;50332;49905;61392;62835
3126703;Francisco Sá;184536;195658;195270;229894;238879;254883;265088;275750;257642;328564;337580;415425;392963;350328;403995;316279;362003
3126752;Franciscópolis;38621;38011;38659;38488;41643;43747;44532;45548;44699;50664;53349;64719;69983;65383;73666;74487;71085
3126802;Frei Gaspar;39610;41335;43211;47645;50516;54653;54504;56911;53330;59566;56470;59448;57263;59249;59775;55184;54311
3126901;Frei Inocêncio;69537;75225;79601;83635;71000;92491;87167;109574;85852;81645;87010;112196;119239;98900;103806;97269;101667
3126950;Frei Lagonegro;19679;18295;18335;19778;20886;25352;26751;27500;25724;27291;29613;30295;29926;29716;30065;35065;31126
3127008;Fronteira;1636285;1706330;1948072;1835245;1812090;1771787;1677938;1461256;1380635;1597734;1227647;719991;511022;786372;1209617;1105505;915600
3127057;Fronteira dos Vales;29524;26893;26800;29842;30865;30959;33839;34304;35133;36192;36309;37785;36107;37184;37891;37389;36181
3127073;Fruta de Leite;34176;29463;29566;34433;39175;38547;41178;42434;39011;40756;39514;43991;43202;41405;40550;40442;39627
3127107;Frutal;940053;1012031;1083192;988674;1120296;1133132;1164629;1212280;1324310;1523933;1570710;1669578;1749293;1653520;1760855;1925079;1897895
3127206;Funilândia;36788;36416;34258;34934;34249;39066;40658;42880;45445;42863;48675;53449;53209;54835;54071;53996;53810
3127305;Galiléia;62468;61440;59084;66682;67144;73986;71301;68381;68406;73266;77824;84326;90198;91606;78403;86756;85413
3127339;Gameleiras;50728;37354;37134;37687;37210;42081;46028;46868;48582;45108;47194;45980;43301;43822;44202;40804;40321
3127354;Glaucilândia;19812;21374;20145;23893;23796;26180;25681;29231;26899;27895;65820;28796;29551;29446;28390;28509;30382
3127370;Goiabeira;27052;28514;28893;29997;29704;32251;32221;30366;30285;35359;37080;36683;35562;36930;35624;38360;38202
3127388;Goianá;34261;31425;33115;35695;34861;36935;39307;39777;42027;48356;51923;51552;56914;55705;62682;60666;59702
3127404;Gonçalves;37485;39202;40570;43983;43502;43408;44476;46218;53464;50382;59024;61525;60742;59260;61917;62046;62307
3127503;Gonzaga;32146;28167;32590;32362;38659;38437;37351;38914;40874;48242;51149;49986;52611;49463;49775;50404;51136
3127602;Gouveia;120200;118488;125303;130696;138272;148940;152714;149757;158969;139909;154778;171900;159149;159304;151543;135013;129591
3127701;Governador Valadares;4735607;4789966;4823841;4859417;5119942;5405974;5187882;5608424;5898289;5864402;5963779;6229430;6335353;6365808;6135771;6152726;6208765
3127800;Grão Mogol;97329;104350;111161;118436;225113;458141;382198;421958;349900;451900;858009;385097;429174;373945;301429;298588;626829
3127909;Grupiara;21781;22247;26307;26147;24256;27853;29473;26552;25620;25933;27342;29991;28566;27584;28650;28514;28731
3128006;Guanhães;375638;403972;397263;424660;399569;434617;457405;441219;536882;555177;664524;684183;683679;684999;659587;645431;692582
3128105;Guapé;171044;138719;158283;146981;163214;160410;179732;181312;179357;238611;212323;217870;225900;231991;256910;253679;237280
3128204;Guaraciaba;71052;68279;60047;66207;66134;70150;72877;76340;75795;71201;82145;84877;88719;87489;90524;89826;87036
3128253;Guaraciama;28295;29731;29851;33344;40302;36269;37302;39214;41779;55195;308094;65945;41493;43347;42087;40849;59832
3128303;Guaranésia;319720;300196;392613;461409;506003;482510;516984;426970;460081;514384;493576;483639;506851;385780;404598;451517;438099
3128402;Guarani;96346;102377;109850;103573;115555;115569;97713;103609;114828;119691;128783;143976;127549;141690;136862;125513;125501
3128501;Guarará;38283;36302;38870;39063;39731;40840;46098;48133;55777;52035;48329;49273;49056;42715;47370;48600;44876
3128600;Guarda-Mor;170045;250590;223284;213682;200539;203716;247175;287633;318925;311092;399267;335982;362480;314990;365802;354411;370327
3128709;Guaxupé;1192177;1196079;898000;1519520;1649845;1658096;1993523;1610977;1712311;2283874;2134137;2100288;2292076;2441063;2005489;2000715;2017879
3128808;Guidoval;73939;76931;81395;91255;98170;92465;87524;88882;121703;118319;117837;117335;138722;116052;103843;105413;90560
3128907;Guimarânia;73212;74082;82992;86428;83680;98484;102126;109774;112233;128529;124805;130884;137595;143296;157315;150040;155175
3129004;Guiricema;83752;91097;97603;101129;99769;100097;103457;97271;101712;113889;113879;103231;103332;101168;100066;97452;87895
3129103;Gurinhatã;116780;127442;129077;133120;115507;113559;116996;120065;116196;137157;117336;122352;132205;126779;135692;136145;121970
3129202;Heliodora;58608;49074;60741;76895;96185;80641;87534;88538;89031;102531;99123;92681;92735;97631;106160;95528;96594
3129301;Iapu;66260;63471;63995;66873;67489;75190;85901;83770;81518;79900;84778;95691;109450;110175;108183;105010;99350
3129400;Ibertioga;47441;45836;47275;50119;51190;52373;53358;54774;56120;62168;63341;65570;67570;64872;64059;68012;66464
3129509;Ibiá;613991;692448;773154;859130;804195;729361;899468;912394;830234;949968;913715;1015298;927841;911637;968045;959652;1005215
3129608;Ibiaí;45492;48207;50230;53693;58294;62537;64155;59594;63352;78757;79943;78575;85567;76488;78757;68940;67621
3129657;Ibiracatu;32175;31897;32183;33472;36336;35136;41035;41518;42737;37458;43546;44199;45091;45012;43065;44262;46009
3129707;Ibiraci;743637;728295;864761;828574;860271;772594;852202;691279;751918;809871;773307;447859;545129;468558;668167;652869;534934
3129806;Ibirité;1267621;1341705;1677611;1650346;1813164;2039374;2163640;2297354;2402691;2355338;2258524;2265522;2356366;2271077;2163466;2268103;2255472
3129905;Ibitiúra de Minas;37784;30507;36551;32320;50817;35698;51204;41545;51183;49505;52364;50485;61338;55048;55923;51263;50324
3130002;Ibituruna;38270;34960;37941;37798;41257;38849;43910;42166;41388;51037;44618;42843;45050;38612;40850;38112;37792
3130051;Icaraí de Minas;46429;44340;49486;52646;54977;60981;68722;69181;68845;70091;69579;79341;78928;81769;81449;79515;80814
3130101;Igarapé;353339;375237;415927;452986;485287;497896;615311;549823;875916;1253534;1200163;1488576;1066270;735097;730076;677351;686291
3130200;Igaratinga;103217;105983;115756;124867;133066;134675;129807;135634;148816;161894;164454;185989;186249;195172;348586;355060;373627
3130309;Iguatama;223598;242247;291287;286251;266420;348811;395545;361240;365891;424456;374703;428186;405247;392983;384223;336378;314850
3130408;Ijaci;330614;350681;382520;301228;308454;371462;394838;489968;512920;657746;535900;510520;497403;397874;364616;350041;283700
3130507;Ilicínea;128359;117154;143171;132933;165482;132261;151085;147280;172625;207550;185621;167382;175978;178963;211696;191785;187748
3130556;Imbé de Minas;43844;40786;46813;53744;51862;61344;56596;55043;56241;68516;64995;57577;64458;64305;62382;63126;62531
3130606;Inconfidentes;80349;79445;86277;90272;94793;78860;83968;87210;93819;101422;96436;93689;92101;93490;104196;99376;98053
3130655;Indaiabira;42053;39293;41768;46220;50146;52062;52817;58216;54465;67729;64314;67598;69341;68523;63031;57404;58154
3130705;Indianópolis;615155;637923;843220;759102;796155;778420;758184;567762;535340;782042;750852;631638;495811;786376;636133;457776;430694
3130804;Ingaí;42027;41383;50713;49772;48719;47272;45051;48544;47512;52450;53667;63904;66384;64896;56745;61095;61752
3130903;Inhapim;181321;185996;200566;216674;221782;237981;229720;235656;239922;289755;270839;283891;297737;302169;314275;303594;305219
3131000;Inhaúma;65728;74927;79250;88472;89654;94834;107014;95470;99738;107309;106429;109040;112276;96499;103452;104279;112503
3131109;Inimutaba;56051;57591;65768;65741;62444;73433;72901;75563;92052;84057;78383;85354;70281;74161;92886;83290;73881
3131158;Ipaba;82766;79496;79192;83252;92523;94695;99666;96923;108777;119913;140833;142578;142487;146273;143846;154284;149919
3131208;Ipanema;146499;150104;155336;174094;214830;200243;192664;222416;199104;195908;230287;251547;258181;237187;232868;240381;212850
3131307;Ipatinga;10316164;10537717;14235807;12938599;13517062;14518183;15344731;12501470;12842475;12819218;12828124;12941474;11509588;9932549;9186754;10102834;11435803
3131406;Ipiaçu;69102;81674;79807;82503;111810;88622;86044;82857;76449;96579;91267;81371;77506;85976;90057;101878;93638
3131505;Ipuiúna;97543;90392;99128;111433;114633;114197;117465;127356;145959;144018;149582;197322;154893;156956;182019;138823;134407
3131604;Iraí de Minas;114912;125815;126488;130497;131928;123806;159217;142834;166486;200051;232041;249116;239563;206739;231762;222917;239443
3131703;Itabira;4016482;4055931;5128394;5587808;4807372;4626424;6047282;4214174;7064767;8281363;8118973;8405999;7107167;4448824;4037051;5457879;6620080
3131802;Itabirinha;65495;66132;74384;81758;90441;81066;89009;85910;91765;88211;102328;100885;94363;102069;108977;102334;112643
3131901;Itabirito;1503332;1567944;1868186;1855831;1649921;1784766;1973106;1625134;3209232;3958833;4145782;5470075;4712687;3419718;3019759;4117576;5010763
3132008;Itacambira;24840;25764;24692;27277;28392;35106;41580;41416;50230;50661;167429;96673;75027;63152;63011;60667;58750
3132107;Itacarambi;151262;135685;141756;147504;155560;157345;173940;178318;173634;180055;194632;209433;214891;206495;199306;197836;190883
3132206;Itaguara;151197;159948;205593;204257;217685;251433;267107;206123;195258;220564;249612;242198;251450;251889;254257;280179;274727
3132305;Itaipé;71392;76806;78155;79017;99666;79735;84957;83183;84849;98342;97942;95452;96897;103646;94443;90249;89412
3132404;Itajubá;2279261;2094842;2323770;2481445;2604100;2972665;2941145;3083337;3404709;3283141;3304677;3273910;3366409;3180898;2864081;3147441;2993164
3132503;Itamarandiba;208390;205624;222550;230891;233804;306041;294047;326349;385897;398203;426704;396076;527803;577220;391155;421872;511028
3132602;Itamarati de Minas;81251;102352;107467;106606;90899;48690;88655;58027;115827;114171;141169;104005;77068;53387;48902;59048;59128
3132701;Itambacuri;204474;208479;221418;224343;215432;231197;270316;285978;273519;244932;263620;292476;261315;274855;282254;271153;270899
3132800;Itambé do Mato Dentro;21177;22108;19337;21689;23803;21870;22883;21460;20546;22823;22963;26381;26345;26524;25696;26924;24748
3132909;Itamogi;124271;105573;155552;126304;202996;145357;176120;122775;164954;148299;210372;157018;193004;177333;220989;177346;184891
3133006;Itamonte;198917;198226;220959;235931;316007;532762;688655;487959;454871;487442;604512;742129;781185;710555;782348;755501;866270
3133105;Itanhandu;340372;354159;364636;421737;471685;446638;444196;444781;509717;475520;497818;469824;482923;422255;436902;439585;402399
3133204;Itanhomi;83308;81774;84657;89997;94216;95104;95686;101924;108973;103964;118231;119077;125973;125798;120239;118547;115843
3133303;Itaobim;164530;169877;175565;225730;249105;250221;271911;270094;256665;252949;270005;272748;307826;337356;281649;266498;270101
3133402;Itapagipe;254008;275305;306112;288312;319037;365339;370741;339430;352785;484699;425382;461372;479261;422495;419982;475427;410186
3133501;Itapecerica;285784;285638;290397;284368;281785;315205;325917;313285;346391;388838;411582;461973;472753;467388;465945;484203;483053
3133600;Itapeva;150155;167949;167490;183364;175897;170834;175067;190837;211354;208583;226763;289337;443265;269021;264977;316457;513763
3133709;Itatiaiuçu;204176;244721;352239;339411;391389;416549;682470;332844;1666116;2397530;2264350;2285733;2318422;867971;836994;1003834;1548609
3133758;Itaú de Minas;1171129;1248131;1006156;821723;763095;761143;788709;800809;884019;933764;907395;833102;773395;597810;527265;532259;455201
3133808;Itaúna;2034083;2085607;2497485;2396695;2752501;2830352;3103581;2539535;2830259;3064172;3172848;3271958;3147981;2888280;2838413;3166319;3101335
3133907;Itaverava;38303;40954;39213;40198;42096;43267;44733;45124;40471;46120;45490;57499;54164;58958;59039;50510;49871
3134004;Itinga;74221;68583;75070;82621;87232;85813;94385;92661;108336;120864;118137;127201;144167;137778;132557;127721;122876
3134103;Itueta;59201;64799;70919;68381;67075;66797;68544;70056;67371;71429;76867;76344;81264;88621;83769;84987;70904
3134202;Ituiutaba;1985760;2141759;2159832;1977127;2116385;2263608;2215385;2794415;2884453;3041205;3039918;3462744;3359236;3214568;3107311;3025876;2769758
3134301;Itumirim;51591;58910;64045;66664;58577;57326;56775;54954;54569;56387;59849;60733;60470;62264;66120;64311;59628
3134400;Iturama;2040857;2552706;2808110;3048760;3245290;3334263;2882035;2719021;2611028;2851189;2695489;2410297;1931540;2137550;2152036;1803564;2149543
3134509;Itutinga;98273;85453;106164;101743;90096;91605;99136;97867;89443;80417;71140;100029;72028;95255;108339;87304;116042
3134608;Jaboticatubas;133578;140121;143155;165669;182453;175371;171991;159559;168112;182812;189403;204566;215537;217151;216036;214522;219848
3134707;Jacinto;82306;78615;78250;80584;83484;89199;96696;98432;94904;97781;105218;105922;104746;110555;108919;106548;103586
3134806;Jacuí;65706;68421;82731;84237;94200;89528;100534;86820;98273;116864;113515;110537;117588;111262;122868;114616;114593
3134905;Jacutinga;394513;417308;410718;417379;421286;454129;588021;474040;525036;627279;605648;559918;561138;588463;541814;662398;692706
3135001;Jaguaraçu;25194;22105;21831;50232;24949;60774;65051;62356;67694;63662;65123;71323;75275;72995;67041;67881;71504
3135050;Jaíba;203851;191965;211564;244838;277318;320664;345275;384739;398573;469643;456608;547482;543897;551034;565789;580202;532180
3135076;Jampruca;38676;38508;39435;39694;41282;42729;44912;43502;57530;52778;52848;57792;57495;54857;56013;56951;54588
3135100;Janaúba;592674;563766;590244;635525;782462;862906;931198;856900;836939;896377;944628;985873;1066722;1132975;1110546;1146093;1123226
3135209;Januária;460280;434985;464907;502230;531619;583170;618166;589944;580116;577316;650271;692126;701176;696680;689654;706691;687278
3135308;Japaraíba;52188;56089;57221;62420;64935;69633;68337;63339;59113;85132;71866;67133;68245;69322;63830;71490;72077
3135357;Japonvar;39620;39208;39678;44884;48508;47568;51774;51423;52966;53606;55769;70079;65568;63144;62063;60245;59879
3135407;Jeceaba;85310;73221;56073;60723;76725;84125;279718;318501;219980;172574;381368;788198;909635;719292;642900;805237;1016765
3135456;Jenipapo de Minas;30212;30516;29782;31932;36207;40347;52154;56374;45421;46308;48095;49506;52640;53383;50137;72895;70897
3135506;Jequeri;92849;95999;100574;104590;107207;111789;116201;120915;122438;164364;149617;141945;169607;158045;165555;152010;139069
3135605;Jequitaí;65832;62248;67644;68762;65936;71241;99648;73507;71367;73993;82085;95884;87406;82615;81018;82181;78254
3135704;Jequitibá;65021;64895;69156;72935;69707;83476;88556;97688;120143;106202;109808;113332;108425;104781;112808;93210;90217
3135803;Jequitinhonha;156793;147277;155692;152817;167714;180901;185647;188634;186488;208339;199140;214442;237575;244449;258279;235213;228015
3135902;Jesuânia;50173;49126;49059;61857;60231;57629;55452;57624;56461;68045;64889;60235;63296;60318;71977;67295;61288
3136009;Joaíma;97442;93850;96748;98027;105205;105424;111170;109613;111818;113902;119988;124595;130326;133203;135111;137742;134622
3136108;Joanésia;88236;73150;95571;93436;86219;98255;100781;77903;117515;65232;61449;66715;61406;96288;95495;80610;80537
3136207;João Monlevade;2516202;2631150;3701547;3442628;3289213;3246968;3619740;3034467;2897897;3142118;2911566;2970374;2991406;2739753;2511580;2707434;2922631
3136306;João Pinheiro;576288;609088;700282;744251;793684;853790;907012;865305;1053675;1254311;1212088;1301233;1357360;1379042;1444273;1527768;1465894
3136405;Joaquim Felício;37099;35142;36239;39679;37350;41240;43517;44637;49153;48285;47740;62778;55059;52025;46996;42192;44022
3136504;Jordânia;58017;59746;61364;63110;67434;66588;72845;73807;73171;76211;79605;87189;89007;88685;89724;85700;90632
3136520;José Gonçalves de Minas;24318;24527;25866;29338;26288;51612;40962;32856;30275;31878;33964;39596;42113;40209;38002;47013;44744
3136553;José Raydan;27455;27089;27439;32099;33039;37185;37677;39709;44995;50349;52607;57378;53561;47778;54986;57061;51530
3136579;Josenópolis;25258;25346;24829;25440;26860;29173;33302;31536;38977;51086;243292;45686;35033;46041;41410;37851;37127
3136603;Nova União;48123;51727;54899;58785;61538;58591;63902;61332;69559;67608;66775;68553;78394;73380;73522;85857;85675
3136652;Juatuba;848521;868054;1018722;1088385;1077926;1240253;1140348;1251148;1377448;1281629;1183962;1225734;1283032;1323619;1177983;1256457;1204884
3136702;Juiz de Fora;13059974;12811287;13777576;13675950;14179709;15706824;15959812;15439137;16926996;16538018;17403414;17928460;17579875;16906339;15734769;16709052;16923044
3136801;Juramento;36752;33012;32796;36592;37944;39653;41808;41860;43224;43321;113081;94363;43435;46388;42745;38407;38621
3136900;Juruaia;72998;62507;93740;96226;122289;106836;153183;120855;145313;184709;176618;154614;186526;180530;192146;172071;153205
3136959;Juvenília;28749;34078;38588;40043;43113;46068;48299;48050;43447;48424;50892;52575;52711;52218;53923;52399;51073
3137007;Ladainha;82228;73275;71700;76320;79215;93230;97582;126812;121780;112111;140608;116383;116445;119034;119218;118247;118447
3137106;Lagamar;94338;97685;98345;100996;115185;120802;132313;129865;136790;143668;159517;177376;169499;159481;175652;274416;166842
3137205;Lagoa da Prata;813064;868248;940536;957940;1179467;1146943;1123155;1176117;1343329;1346267;1342805;1509843;1631507;1570355;1492175;1704983;1811611
3137304;Lagoa dos Patos;33978;32932;35052;36312;38850;40965;41599;43726;46852;46801;140987;48055;46413;45898;46634;46687;41724
3137403;Lagoa Dourada;111960;121081;127100;131607;128907;132687;142617;144706;155042;159947;167930;177696;171302;177581;250990;211131;222120
3137502;Lagoa Formosa;167430;176974;188065;209290;208285;211328;237334;224633;251759;279909;312813;310506;325114;335430;366296;348813;344443
3137536;Lagoa Grande;109290;106102;118925;132621;114554;166669;157308;159707;159610;196846;204401;227965;222923;213078;224557;238003;239952
3137601;Lagoa Santa;838484;818863;916446;983363;1152731;1267963;1345770;1384099;1678223;1729339;1787042;1926809;2096461;1950721;2129448;1736129;1648497
3137700;Lajinha;173107;170801;191960;198333;229141;228534;245599;266006;287040;346976;308905;330257;305257;329528;345731;327339;343550
3137809;Lambari;244636;235978;278937;276267;326138;265261;275400;295463;306955;392931;327833;320833;350270;339936;361022;348580;321020
3137908;Lamim;22576;23464;22845;25796;26101;28000;29738;30020;31687;33151;33876;37544;39624;38457;39452;42023;41622
3138005;Laranjal;60710;60550;63182;66625;70059;66043;65353;68321;77069;76477;80042;83193;77681;77221;77803;79115;77559
3138104;Lassance;58037;65871;72642;71312;69120;126253;81339;125910;135595;147067;137985;140157;145276;116838;98565;116991;126404
3138203;Lavras;1712913;1698209;1799861;1897999;2028015;2211684;2160405;2233195;2551216;2591420;2666588;2797492;2640462;2462140;2463022;2598081;2615330
3138302;Leandro Ferreira;37855;35102;35756;37658;38786;39029;37210;38518;39004;39373;41089;46633;44609;42137;43208;40248;40148
3138351;Leme do Prado;28220;27368;28634;31072;31940;32826;36817;38235;39747;42203;46242;44810;43312;48014;50328;52817;49826
3138401;Leopoldina;723641;717044;822864;868084;899697;890633;884969;958670;985951;1013802;1035898;1098043;1123125;1141700;1062897;1085606;1013874
3138500;Liberdade;64084;65077;65752;62548;64924;69594;71947;67888;79383;77694;77029;81462;76106;81961;81904;85579;72304
3138609;Lima Duarte;145646;145276;147129;155794;163906;170987;173084;182197;206547;225989;220937;279755;279524;257238;269402;262136;276680
3138625;Limeira do Oeste;115061;121772;130813;147799;192591;198036;209998;210946;233964;292807;252520;303922;262673;326201;338036;357975;389774
3138658;Lontra;35646;34516;35566;32942;43033;43565;50060;48677;50452;54946;56278;61599;63599;63045;63798;68055;69409
3138674;Luisburgo;58342;67528;81179;71688;88745;75425;74019;68940;80274;120857;84629;64693;82796;83010;79043;85650;80825
3138682;Luislândia;32814;32907;33292;38648;39310;42375;46312;50790;49947;48361;50569;52149;52049;52733;54259;50724;47866
3138708;Luminárias;63143;70659;75965;69880;65260;64876;65241;63443;68364;74524;67136;68495;70020;72043;80989;106793;90592
3138807;Luz;309965;323762;338989;351223;350116;377507;385235;412958;415050;442371;456773;515578;528664;505940;465618;508956;503372
3138906;Machacalis;48781;47582;48930;54066;59412;60169;63868;69749;60415;62029;67321;81849;69483;72161;79464;77871;81851
3139003;Machado;771569;722068;984911;730894;905000;868186;1004953;965063;1019151;1173322;1058037;1036953;963001;1001492;1019976;1005505;1056756
3139102;Madre de Deus de Minas;48836;66334;74825;75981;73735;73078;85967;85150;85194;92343;114800;122816;116263;129646;197438;163703;163193
3139201;Malacacheta;123142;120842;116125;127311;142751;142830;145877;185092;160226;170689;180689;194598;207931;210259;207081;189646;193768
3139250;Mamonas;34699;31178;33218;35695;31436;38562;43996;43523;39267;41088;42778;45197;45465;46517;50481;50150;47822
3139300;Manga;148417;146498;155191;167936;178906;176008;179970;179440;176338;174964;188291;198314;220601;222135;223114;196238;194455
3139409;Manhuaçu;1300659;1254952;1432090;1469795;1737120;1814696;2052738;1996317;1894554;2277115;2229543;2226101;2282603;2290716;2249756;2493532;2092768
3139508;Manhumirim;237528;211652;248403;276345;310937;354556;467248;336666;384987;457257;433153;414768;463840;486273;460079;468248;471809
3139607;Mantena;298241;311644;330112;381225;394823;393282;384419;356761;352561;374412;407684;400124;401994;408791;390257;393806;391821
3139706;Maravilhas;82351;86801;116904;114150;134401;137684;154308;118369;128782;129645;127263;154315;141840;109607;122100;120416;140686
3139805;Mar de Espanha;107256;113111;107111;121961;138061;129927;136255;144023;171071;167443;171204;168025;169115;169559;165057;178112;171107
3139904;Maria da Fé;126396;126057;131180;134999;139275;134850;139428;136334;147938;147784;154863;157407;163949;169773;163913;164736;165838
3140001;Mariana;1517671;1613043;2145146;2555687;2550425;2347827;2801486;2471232;6301462;9019983;7872939;8984237;6309101;3811476;2415278;3029357;2753719
3140100;Marilac;30949;28431;30518;32522;34700;35962;38172;36709;36921;39977;41874;45738;46039;44403;42894;43947;41655
3140159;Mário Campos;79506;82578;82461;91662;99153;89657;111182;120372;126780;138218;147398;168975;177792;171347;167494;161871;155825
3140209;Maripá de Minas;33307;33800;31458;34317;35908;38208;41107;40423;39908;47421;45696;57980;53236;51127;51990;60234;54812
3140308;Marliéria;30799;35511;45246;32942;35512;33894;34540;35515;37293;37661;37610;42518;43398;44166;42162;41270;43072
3140407;Marmelópolis;36687;31528;34223;74267;45011;40576;37459;40414;39902;31429;31795;33853;35055;32295;31272;32343;32330
3140506;Martinho Campos;155748;167832;209715;212889;219111;233216;270978;225325;266467;275654;313923;278262;302087;297110;324432;335239;333759
3140530;Martins Soares;54108;52364;86802;80943;139952;97023;120187;91630;128411;191123;116312;110363;127694;137126;145036;142011;199204
3140555;Mata Verde;41070;39654;41857;44580;45540;45390;49756;52949;53516;60011;60477;61928;61779;62012;63794;65433;68082
3140605;Materlândia;33648;34087;34957;38338;39414;41739;42507;41766;42508;43153;47260;44977;46748;44858;47836;46110;43631
3140704;Mateus Leme;472682;465899;638947;595944;536841;552586;596237;567239;689830;698158;634848;764733;697060;627519;617857;723707;697591
3140803;Matias Barbosa;200971;291112;423052;382173;573665;656652;635053;660043;661459;650573;637735;677639;639220;590718;623111;528011;530477
3140852;Matias Cardoso;64197;72476;74057;76863;88711;94069;104433;92565;115226;134202;140378;163543;156251;147965;155817;138204;114924
3140902;Matipó;233759;243817;244806;257085;315363;222316;234107;243214;291229;332012;333618;380666;308064;430729;432099;251847;379540
3141009;Mato Verde;86286;81265;92713;103647;113383;105947;107590;109669;112171;122975;117241;122380;126887;121276;123263;125336;125197
3141108;Matozinhos;878292;937274;1005327;1052698;1097338;1071208;1363344;1114872;1150723;1171279;1267603;1209106;1238816;1135449;1014652;1048913;1019637
3141207;Matutina;50640;58478;56772;57099;57013;56987;59994;56352;64812;69331;69781;85520;71262;71517;70648;65833;68601
3141306;Medeiros;54426;59734;61833;72120;73070;76394;72744;76314;89923;109165;120598;134745;126789;123019;157025;125914;124895
3141405;Medina;141108;145611;150557;155576;167428;170832;178220;173798;203274;232122;223482;252940;238812;243211;228167;225199;211654
3141504;Mendes Pimentel;52765;50636;52291;53769;55775;60919;58357;58899;62952;58589;59074;62753;60060;59089;61976;58627;56015
3141603;Mercês;83937;77105;80026;80513;82932;97935;106783;85231;102250;110897;115054;121717;121024;119726;122841;121204;119189
3141702;Mesquita;50796;47380;39836;42254;44935;49263;53473;52830;45331;46702;47359;45878;48186;50961;47920;47519;45814
3141801;Minas Novas;174986;174287;177492;191678;192842;207103;220729;223790;235091;252202;262650;277791;323100;332061;271630;262799;298227
3141900;Minduri;39766;38548;40039;45172;43672;45502;48844;52260;60925;57851;57364;68890;72103;80834;87898;73789;69349
3142007;Mirabela;86662;88132;74421;81218;90381;92601;97459;99193;99082;101648;104751;122768;119125;123462;122586;128313;126405
3142106;Miradouro;104959;109113;120242;124179;108306;115807;157266;252447;154688;166798;144981;132840;138343;143160;143780;135935;129322
3142205;Miraí;121153;116310;125253;136497;147074;188922;186740;167811;226397;244656;252653;304396;248535;257212;189286;253522;253141
3142254;Miravânia;23445;23060;25151;30699;31657;34674;36698;34810;61794;35925;35684;36541;37483;36975;35080;38503;37520
3142304;Moeda;36895;37434;39852;40500;43132;46429;51220;51815;52319;55411;48747;67144;69065;57690;60293;61665;58004
3142403;Moema;71551;71350;81551;77681;77301;81416;79132;72796;77054;84075;89572;96582;96191;95877;106087;111744;112500
3142502;Monjolos;24957;25730;26146;25219;23925;27096;32221;27283;31463;30590;30296;33549;33769;33008;35506;43144;28154
3142601;Monsenhor Paulo;123564;125824;172436;152319;151350;164367;166354;177548;196667;242930;235178;226945;231879;209091;222153;204607;176143
3142700;Montalvânia;109050;100495;114223;117390;117055;117543;121681;117586;138087;150913;140186;133645;139074;138993;136178;131884;131230
3142809;Monte Alegre de Minas;351071;418826;438611;417618;403581;395543;478538;498751;453231;584689;597492;578431;633077;594594;624375;575962;529809
3142908;Monte Azul;157124;139825;149773;152589;151788;159958;167558;161912;170651;190084;192827;198106;204569;201554;199054;199223;194025
3143005;Monte Belo;196633;178495;207764;186321;211172;202964;236171;233936;254768;274063;263139;250644;254312;252208;277151;295675;263284
