Cod;Municipio;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
1504059;Mãe do Rio;167008;176152;188812;207094;216113;276513;307642;307510;298789;299490;287243;320609;333197;324060;307640;306179;293011
1504109;Magalhães Barata;36729;38395;39604;43791;37788;38320;43890;48375;58864;53284;70645;80764;69963;70011;70124;78700;81749
1504208;Marabá;2582972;3078009;4242661;4553763;5349280;6054191;6394606;5584033;5906082;6026943;6090894;7797862;7953490;8555645;8110914;8985769;8780799
1504307;Maracanã;128845;138176;148380;164983;152404;169974;172269;183419;191805;208938;194965;230284;228226;218767;222977;228952;234594
1504406;Marapanim;144533;151656;161321;161296;152795;162662;170397;186875;171498;191838;216444;212195;233666;217246;231172;231351;234564
1504422;Marituba;825128;771302;1007201;979438;980669;1187837;1185108;1161274;1250284;1307371;1348526;1511576;1786599;1865395;1876748;1868471;1901872
1504455;Medicilândia;427764;340604;339145;378400;330592;387066;351560;416646;440943;414180;372936;432050;632806;731598;613368;606891;614016
1504505;Melgaço;87204;84063;87465;90847;96217;89143;87409;91089;118223;133348;149187;169276;169175;164820;184312;177426;178160
1504604;Mocajuba;145737;132332;133573;152267;159699;173700;183177;196607;220014;219283;272428;304451;277496;297267;301607;320310;294713
1504703;Moju;394036;420908;472863;490180;533738;667673;647807;647629;680846;759271;821491;893057;820421;868059;941534;932640;943782
1504752;Mojuí dos Campos;#VALOR!;#VALOR!;#VALOR!;#VALOR!;#VALOR!;#VALOR!;#VALOR!;#VALOR!;#VALOR!;#VALOR!;#VALOR!;289429;288084;147214;149020;162183;153351
1504802;Monte Alegre;454544;481279;507158;479757;517358;558977;631319;555940;673213;585098;605894;754998;710159;717595;738858;721228;721145
1504901;Muaná;155093;141855;141358;160189;167152;179125;187316;198543;240101;276774;279532;319729;268171;272262;252869;271615;257499
1504950;Nova Esperança do Piriá;95369;93850;115648;121927;138824;142912;136618;173600;168143;193023;156307;226947;186594;209669;196663;225297;204614
1504976;Nova Ipixuna;68483;70949;78683;91404;100940;102053;110650;108184;115016;126676;138428;137648;140378;156549;146113;143151;136342
1505007;Nova Timboteua;71159;70727;78255;72756;72207;79272;81721;97062;96133;103360;109757;122554;120410;117847;123975;128413;118720
1505031;Novo Progresso;267604;284941;386203;371488;398120;421818;329728;319887;501385;467917;483638;482859;534805;547030;607822;635799;584494
1505064;Novo Repartimento;345702;397159;465229;502434;462260;475304;458293;493334;594175;646997;739008;805041;828245;863043;892186;877689;854122
1505106;Óbidos;425737;425477;439281;433839;427759;450738;464655;473044;620161;508806;558459;709563;601433;625159;664267;652622;641073
1505205;Oeiras do Pará;142762;133450;150567;153247;167686;188358;202637;215864;263355;275252;311179;389283;359568;420523;532004;451167;388502
1505304;Oriximiná;1929497;1908266;2295394;2230876;1739676;1745791;2313795;1603642;2792920;2570895;1846410;2071328;1775516;2016934;1965447;1777634;1626709
1505403;Ourém;101919;101493;113344;115459;123181;124627;121484;128606;153954;160372;165346;217205;190868;182919;191655;196326;169130
1505437;Ourilândia do Norte;156851;166943;179162;174501;253843;414357;573268;425814;556740;761282;700982;585651;1032245;590531;587495;564838;610695
1505486;Pacajá;244292;245583;256288;276915;280368;349153;351121;346810;384128;416800;476877;463626;476810;508183;552735;606664;595652
1505494;Palestina do Pará;42900;44440;52104;50661;48078;51195;52494;55613;61554;63363;57475;62614;59955;62420;69262;68999;65475
1505502;Paragominas;1752556;1625972;1534675;1513549;1594219;1688698;1862150;1810798;2437209;2657324;2496553;2376106;2543701;2803967;2889662;3083021;2647150
1505536;Parauapebas;4530056;4689509;5790349;6082726;6150814;6386702;12958936;9948165;25589258;33128473;27866690;27440679;19602958;13097831;13698758;19267899;15995450
1505551;Pau D'Arco;61080;66522;73104;70324;64719;63789;64798;71282;72629;79928;69176;72766;73262;85955;94148;77730;87988
1505601;Peixe-Boi;43656;41039;41293;42853;44625;43323;44957;46824;47995;51630;54539;87999;52596;56859;65498;55293;55082
1505635;Piçarra;168871;198752;178370;166329;145648;136666;136757;138611;152340;165483;168764;186437;195900;211733;217424;209810;235172
1505650;Placas;167579;117669;125490;129163;136657;157064;150421;153534;190521;195025;191320;218520;279236;275759;282639;267359;245465
1505700;Ponta de Pedras;119262;108542;125828;130497;130524;155949;147636;160364;190275;208066;206098;207090;207772;219438;225542;222123;212067
1505809;Portel;342731;331528;394621;402418;414704;482968;423964;418558;452135;457758;553395;620492;554119;522592;739863;677134;893633
1505908;Porto de Moz;156572;164872;158592;156131;161946;189910;162307;203528;224370;252044;261205;307442;255546;255948;260010;309243;309944
1506005;Prainha;216607;231525;268466;285176;287221;217056;210662;225316;241633;251549;287951;311241;275700;264819;298810;316115;288710
1506104;Primavera;47383;44116;43823;48033;46387;50754;52692;64026;59561;61983;64459;96021;80532;95493;130344;155976;198977
1506112;Quatipuru;57664;53593;56901;61946;64972;70608;71770;77047;73428;80162;81739;96614;89009;88727;91674;94713;97498
1506138;Redenção;1098140;1000938;1119223;1115668;1214149;1368621;1309481;1310973;1284901;1349084;1409675;1489477;1660100;1719055;1782653;1777164;1802562
1506161;Rio Maria;182285;189024;285758;293100;338425;306529;332418;322500;344002;332884;333416;361661;383449;422552;441413;498273;479451
1506187;Rondon do Pará;478093;468324;519877;533961;522191;549186;526094;538071;570146;614255;500328;536114;591598;563845;561628;543872;531904
1506195;Rurópolis;179038;174227;187878;183492;182232;219455;217729;229706;255710;271574;263509;312428;323673;336818;370487;375301;350354
1506203;Salinópolis;231958;237317;245893;279605;283669;281752;284536;308169;301823;323205;426262;376897;389618;407549;448693;444134;470392
1506302;Salvaterra;91940;89778;94537;100365;105470;112111;114743;124351;131519;142290;146588;153665;154701;167766;164166;173265;174981
1506351;Santa Bárbara do Pará;106091;89107;100308;107751;127810;145564;134922;118674;122173;135798;167271;139393;153828;155314;158970;173226;172363
1506401;Santa Cruz do Arari;46896;43021;44802;47353;48342;42040;46946;50466;57544;64245;76186;69067;66780;71610;69114;71241;68962
1506500;Santa Izabel do Pará;515209;495084;537481;541566;514273;553470;578693;630706;626188;683493;604611;688082;696496;713906;683011;751042;757959
1506559;Santa Luzia do Pará;94412;98393;107773;110296;109045;110713;112569;119567;126596;131998;137171;152473;157531;161941;156197;171499;163153
1506583;Santa Maria das Barreiras;155200;165424;179291;201740;191238;190681;185710;181199;213994;228641;232866;265207;254432;292887;322476;392640;379858
1506609;Santa Maria do Pará;165532;157252;196299;157811;189796;235509;250383;255171;260473;282199;294839;385292;294381;238707;290643;324523;383892
1506708;Santana do Araguaia;400517;478902;537940;526538;528042;565372;582273;605602;563123;593988;618655;699960;743763;803929;825688;839730;843573
1506807;Santarém;2689962;3068837;3592853;3465407;3730653;3692201;3689543;3738962;3944120;4101792;4753950;4664678;4768608;4649317;4955041;5053303;4858971
1506906;Santarém Novo;35776;37274;40739;34364;34157;36546;35728;42954;41555;43940;44031;53105;48590;46701;51213;42870;45157
1507003;Santo Antônio do Tauá;215968;252967;241824;240539;248242;275573;262448;246487;232247;258060;237026;256857;311766;348186;341554;359531;367039
1507102;São Caetano de Odivelas;91483;86764;97123;93406;91159;137498;93390;87510;98823;114419;129186;144361;134058;133755;128936;137124;142310
1507151;São Domingos do Araguaia;135729;130931;158988;159601;173509;160073;160050;181458;194141;219237;210997;218667;223588;257796;272020;284693;281019
1507201;São Domingos do Capim;128225;155031;165239;155445;191609;273297;179895;215564;258055;278324;275631;362866;289693;290303;341888;323124;267173
1507300;São Félix do Xingu;563549;566081;546065;558679;557423;629083;668027;699554;845375;917292;1069653;1195335;1297120;1420388;1532688;1455467;1395724
1507409;São Francisco do Pará;87752;95954;103131;102792;98953;118193;106587;125936;164777;131939;136150;246824;212117;194160;209590;213319;234070
1507458;São Geraldo do Araguaia;226586;240340;286880;275950;263013;262071;251836;252221;284218;310578;378139;334908;366396;366438;410907;461524;490326
1507466;São João da Ponta;37375;32347;38306;37363;32296;34004;38341;39735;39540;40907;41406;40628;44501;44344;42930;44104;44645
1507474;São João de Pirabas;83172;86898;93030;95872;109917;114629;112714;120313;127678;135342;138568;165547;160778;153814;159103;166121;164400
1507508;São João do Araguaia;65865;63866;76326;92087;111161;83731;79879;85177;92892;114583;114253;121842;115496;122573;118986;122249;122342
1507607;São Miguel do Guamá;400634;371122;421092;418915;414748;460955;433688;498140;577745;578372;577738;797855;701864;656126;716754;698081;676253
1507706;São Sebastião da Boa Vista;116758;100887;106712;111045;115679;122127;128587;129467;167902;190179;192083;209189;207669;198401;191651;216190;209263
1507755;Sapucaia;92307;86653;90874;87098;85458;97994;87650;98436;92428;99237;77296;101498;101086;104998;104872;112866;99576
1507805;Senador José Porfírio;96291;90529;84786;94767;101184;128632;105720;99802;98592;106893;108116;129269;123506;132836;129169;132673;135571
1507904;Soure;142853;129065;134531;139560;136296;137697;135084;142699;148303;154129;201340;184008;184736;193709;194849;182880;188093
1507953;Tailândia;473240;495874;617055;613727;588365;583425;623086;650756;720967;776097;742747;843257;937349;924950;947257;884844;897743
1507961;Terra Alta;43523;42134;46299;48222;49377;53901;54784;58268;59591;63069;59207;86043;71814;73963;73847;75046;70408
1507979;Terra Santa;83467;84759;88839;92409;93535;86558;96201;103477;122923;120586;505361;413389;503671;567588;496917;551126;510421
1508001;Tomé-Açu;480753;443430;472568;508280;542482;560416;577834;528851;573618;626069;635401;637227;650000;652351;697308;668144;667854
1508035;Tracuateua;116832;123902;119083;123324;138074;161292;164119;147331;163426;182970;195463;246138;236681;220134;251264;259490;215701
1508050;Trairão;115784;133640;149604;139723;152075;167700;159452;164852;176766;210499;226504;273392;267215;265539;336095;344252;294127
1508084;Tucumã;313547;323859;358886;330421;406581;477024;502150;555299;594870;624280;691007;629552;713226;777722;777117;791486;778684
1508100;Tucuruí;3726270;3127093;3598038;4018115;4249074;4859840;4881784;3196042;4381981;4413363;4268605;4965529;3716921;5164273;4719017;6752203;7481954
1508126;Ulianópolis;1063747;1024357;922328;869859;985139;981497;896338;980678;931056;1267067;1209407;1828353;1524476;1564639;1414148;1301193;1330185
1508159;Uruará;459780;394748;421258;465133;479879;481191;483219;441598;503050;512278;488317;490865;586778;584669;546087;534975;545610
1508209;Vigia;220270;262322;246809;267932;282880;294776;283992;326627;307672;343383;368459;379622;405422;412231;396361;390080;382340
1508308;Viseu;282079;303722;305265;304507;312593;350914;354548;351770;405580;444687;471394;584524;520643;508520;719733;641011;486664
1508357;Vitória do Xingu;146477;136797;139294;132486;128245;117482;123255;128959;158394;176385;225784;507914;569178;943739;1047289;3227739;4375711
1508407;Xinguara;562874;694376;708103;747213;933431;955766;763080;830772;854257;922727;832429;965631;1081818;1259397;1253845;1272850;1226527
1600055;Serra do Navio;46274;49205;56126;57728;68248;73588;73171;63950;64144;67384;72223;73418;67858;70714;69772;74014;75190
1600105;Amapá;90082;88885;96463;107024;109353;121777;125897;127517;132561;133491;158004;182695;210128;154427;156337;174443;137265
1600154;Pedra Branca do Amapari;67756;147115;98667;131850;140161;281925;236626;188860;293644;391646;384656;484179;365813;337941;322157;293694;311096
1600204;Calçoene;87126;84048;90391;99174;108470;121939;129311;146954;142562;183031;190690;193594;153117;159980;158894;153534;164205
1600212;Cutias;42861;41682;42858;47628;53843;60441;61999;64326;67455;70397;75661;79041;75022;75179;74076;76067;76197
1600238;Ferreira Gomes;68012;90145;59934;65819;65152;77461;101657;105042;118695;144978;156011;210573;240495;411991;376302;522575;533412
1600253;Itaubal;40937;39188;43573;48181;50160;48061;51937;55257;55725;57974;63690;65195;62057;66926;70080;68707;69178
1600279;Laranjal do Jari;416112;412673;419390;444134;509217;572794;598917;606665;592214;624174;684751;736106;705124;623014;857047;888940;902523
1600303;Macapá;7044607;6549530;6935912;7066679;8290986;8690151;9361232;9392383;9398667;9769420;10881149;11247740;11189000;10687765;10115048;10445196;10949649
1600402;Mazagão;189114;181415;156246;181018;192425;243145;221929;217756;257761;273919;259058;291967;260887;239379;247406;255722;258121
1600501;Oiapoque;217477;218209;242096;258630;289459;331495;338337;360787;330208;344731;358769;391410;357070;357710;374331;412259;426123
1600535;Porto Grande;168585;155202;165379;284633;308441;298967;292897;302706;361994;346358;357634;363487;344124;346394;341649;346928;340183
1600550;Pracuúba;34475;32694;34925;41519;43801;52930;53602;57998;63398;64941;73352;78491;73249;66187;66287;65770;67289
1600600;Santana;1575238;1405354;1419827;1495384;1650183;1700103;1789166;1819548;1836443;2009229;2156804;2471735;2372822;2267926;1905010;1995916;2070104
1600709;Tartarugalzinho;89099;89391;102057;110129;115981;166967;202460;189321;173626;177917;198875;264795;205456;193939;202421;211087;225272
1600808;Vitória do Jari;116826;120387;129063;138364;152519;153159;170544;169720;178081;174022;185175;205226;198006;173282;200004;192741;189400
1700251;Abreulândia;20263;22247;22108;24283;23665;24650;26344;27722;27722;29496;30299;36155;34236;43714;51333;59017;52402
1700301;Aguiarnópolis;38764;42023;44164;47355;59143;74256;105214;108606;111434;103089;118267;146411;110687;127925;145703;132746;124903
1700350;Aliança do Tocantins;69092;90125;83802;76787;63926;59719;65013;77379;79856;81945;77229;85987;81738;85674;102150;121344;103535
1700400;Almas;70046;75857;78113;81876;75044;76588;86694;96903;107482;115201;122241;127466;135321;140478;135914;158178;151995
1700707;Alvorada;110484;116933;117529;123643;140205;150920;171476;224033;246535;337419;288848;296188;287079;271474;293321;346581;271677
1701002;Ananás;89858;95829;96212;92318;96827;95288;97852;100733;105483;109473;111421;115629;108471;105281;117908;130506;131057
1701051;Angico;22040;23870;24813;25384;27187;31118;31760;46915;43072;32692;32944;38986;38605;47391;47704;37074;36055
1701101;Aparecida do Rio Negro;33310;42239;49608;41467;38365;40868;45164;56216;54885;75489;75921;80588;91529;83482;79658;95561;102280
1701309;Aragominas;45222;53985;52075;52899;56442;49643;50576;57296;59501;63282;62433;67575;67128;68699;69217;66085;64348
1701903;Araguacema;46387;50473;49829;51514;49048;50233;54103;60442;63343;71459;76457;79708;86810;87597;102485;139121;126453
1702000;Araguaçu;120644;138426;133154;129826;132022;138585;145577;156287;166321;162275;165817;165146;174258;185074;196391;194868;192401
1702109;Araguaína;2119889;2174936;2333267;2393735;2563018;2596574;2913704;3138762;3382266;3373431;3555238;3922282;3827340;4030890;4115791;4326584;4387503
1702158;Araguanã;38897;48574;53297;51423;48416;50706;56672;61375;63545;64895;65519;68398;66727;69061;72446;67603;66015
