Código;Município;renda_1970;renda_1980;renda_1991;renda_2000
2201309;Barreiras do Piauí;311,257,766,574;1,540,189,865,779;1,692,652,889,784;2,639,538,367,861
2201408;Barro Duro;1,584,723,820,735;2,938,294,267,928;4,353,927,169,216;6,576,762,470,403
2201507;Batalha;2,056,800,677,422;780,940,543,369;6,530,466,243,935;15,048,077,915,335
2201556;Bela Vista do Piauí;;;;1,683,631,121,232
2201572;Belém do Piauí;;;;1,437,255,125,381
2201606;Beneditinos;216,387,164,805;2,317,435,467,524;3,581,926,388,115;7,739,210,268,682
2201705;Bertolínia;970,133,743,077;2,594,266,424,408;2,430,326,836,022;3,511,218,997,108
2201739;Betânia do Piauí;;;;2,736,615,084,533
2201770;Boa Hora;;;;3,231,040,342,546
2201804;Bocaina;495,727,575,691;1,345,719,631,287;1,534,860,762,235;4,810,376,459,759
2201903;Bom Jesus;1,921,719,987,271;6,684,958,443,671;11,787,992,011,773;21,329,165,870,157
2201919;Bom Princípio do Piauí;;;;3,176,743,877,817
2201929;Bonfim do Piauí;;;;3,928,319,330,171
2201945;Boqueirão do Piauí;;;;2,633,622,113,382
2201960;Brasileira;;;;4,560,909,060,256
2201988;Brejo do Piauí;;;;2,176,664,124,653
2202000;Buriti dos Lopes;4,593,352,372,091;11,350,696,503,552;9,769,769,998,587;13,201,220,675,458
2202026;Buriti dos Montes;;;;4,632,666,310,015
2202059;Cabeceiras do Piauí;;;;3,731,823,219,066
2202075;Cajazeiras do Piauí;;;;1,973,267,706,133
2202083;Cajueiro da Praia;;;;3,694,776,708,246
2202091;Caldeirão Grande do Piauí;;;;3,830,431,100,574
2202109;Campinas do Piauí;1,243,136,689,129;1,430,311,199,272;2,233,175,712,923;2,850,272,641,615
2202117;Campo Alegre do Fidalgo;;;;2,053,481,507,516
2202133;Campo Grande do Piauí;;;;2,900,089,275,486
2202174;Campo Largo do Piauí;;;;2,273,108,514,115
2202208;Campo Maior;14,474,713,624,756;40,906,725,738,525;42,806,180,081,009;51,411,459,191,556
2202251;Canavieira;;;;1,980,610,441,411
2202307;Canto do Buriti;1,769,889,523,505;10,841,840,131,074;10,642,849,165,885;18,437,945,440,352
2202406;Capitão de Campos;966,567,288,107;240,872,181,254;4,048,788,957,602;5,872,465,650,585
2202455;Capitão Gervásio Oliveira;;;;193,216,429,212
2202505;Caracol;860,926,765,543;3,214,812,933,312;3,917,836,052,826;5,771,235,130,145
2202539;Caraúbas do Piauí;;;;2,265,532,699,092
2202554;Caridade do Piauí;;;;2,655,402,895,907
2202604;Castelo do Piauí;6,451,340,098,997;11,212,034,149,046;11,785,862,804,526;13,141,060,436,052
2202653;Caxingó;;;;2,258,984,410,961
2202703;Cocal;2,915,717,083,524;10,075,555,647,339;8,291,598,861,606;14,652,421,054,879
2202711;Cocal de Telha;;;;2,843,753,911,818
2202729;Cocal dos Alves;;;;2,858,286,993,403
2202737;Coivaras;;;;2,061,561,277,874
2202752;Colônia do Gurguéia;;;;3,637,558,464,148
2202778;Colônia do Piauí;;;;4,313,451,235,698
2202802;Conceição do Canindé;964,363,624,873;1,871,707,231,165;194,268,873,657;3,619,080,770,796
2202851;Coronel José Dias;;;;2,935,531,467,486
2202901;Corrente;2,780,713,714,889;13,294,036,773,635;13,143,959,951,365;27,468,344,657,254
2203008;Cristalândia do Piauí;353,697,614,202;1,513,947,970,719;1,942,693,110,104;4,557,106,219,905
2203107;Cristino Castro;1,098,893,399,216;3,103,755,444,802;4,043,733,788,087;11,379,070,100,165
2203206;Curimatá;830,336,440,391;3,546,966,082,972;4,412,708,114,178;11,620,724,345,518
2203230;Currais;;;;2,109,167,670,942
2203255;Curralinhos;;;;1,578,376,833,734
2203271;Curral Novo do Piauí;;;;2,919,718,932,231
2203305;Demerval Lobão;1,937,783,532,422;4,307,598,852,245;6,651,872,337,833;10,136,449,501,873
2203354;Dirceu Arcoverde;;;3,721,723,747,897;5,114,506,912,749
2203404;Dom Expedito Lopes;54,862,515,849;2,300,865,647,942;2,950,763,975,177;6,528,053,303,243
2203420;Domingos Mourão;607,756,788,595;76,010,227,697;994,323,851,067;1,724,431,598,926
2203453;Dom Inocêncio;;;2,601,855,831,345;5,708,701,236,878
2203503;Elesbão Veloso;2,858,160,879,327;6,341,489,319,663;6,438,740,169,481;10,703,046,105,867
2203602;Eliseu Martins;649,355,764,726;2,618,709,843,024;3,234,957,479,669;3,288,969,095,526
2203701;Esperantina;5,156,968,239,684;1,277,512,882,654;15,702,207,627,591;28,890,735,318,501
2203750;Fartura do Piauí;;;;3,580,373,708,208
2203800;Flores do Piauí;410,209,977,919;1,940,495,146,662;1,772,478,387,499;2,790,432,359,832
2203859;Floresta do Piauí;;;;1,314,200,623,073
2203909;Floriano;16,595,923,125,816;41,106,463,259,778;49,102,258,291,739;93,792,726,049,005
2204006;Francinópolis;631,668,467,719;1,120,509,070,375;1,575,051,082,857;240,771,669,966
2204105;Francisco Ayres;766,459,202,182;1,304,073,745,172;1,188,718,261,792;3,287,032,334,364
2204154;Francisco Macedo;;;;1,346,861,390,922
2204204;Francisco Santos;878,643,058,119;2,633,101,687,024;3,891,182,070,886;6,531,010,947,988
2204303;Fronteiras;2,839,594,050,064;6,614,374,291,985;7,069,950,855,248;11,671,648,997,354
2204352;Geminiano;;;;2,596,044,531,652
2204402;Gilbués;659,678,187,242;422,221,423,411;4,466,290,990,683;8,792,852,792,031
2204501;Guadalupe;5,065,757,845,225;8,562,479,135,683;678,753,044,245;11,840,644,869,827
2204550;Guaribas;;;;2,232,329,610,019
2204600;Hugo Napoleão;196,232,344,887;1,087,475,619,282;1,077,913,007,893;2,002,881,990,084
2204659;Ilha Grande;;;;5,110,267,993,087
2204709;Inhuma;1,107,456,757,221;4,733,372,692,279;9,050,021,731,912;15,042,467,160,471
2204808;Ipiranga do Piauí;629,977,059,535;2,660,022,827,296;3,216,781,279,726;6,708,611,602,396
2204907;Isaías Coelho;735,549,925,772;1,824,901,142,462;1,864,442,008,949;4,178,657,992,302
2205003;Itainópolis;1,469,128,152,861;4,188,656,563,427;3,773,143,796,453;10,751,265,547,437
2205102;Itaueira;1,517,773,052,226;3,982,470,693,155;344,059,107,745;11,912,791,123,888
2205151;Jacobina do Piauí;;;;3,317,717,526,103
2205201;Jaicós;3,276,943,880,441;8,862,335,429,983;10,570,995,062,285;13,169,505,263,139
2205250;Jardim do Mulato;;;;2,296,273,517,932
2205276;Jatobá do Piauí;;;;3,181,851,327,259
2205300;Jerumenha;1,260,108,762,104;2,438,508,238,525;3,634,731,300,799;2,955,454,562,412
2205359;João Costa;;;;1,780,092,603,085
2205409;Joaquim Pires;1,378,913,272,933;4,652,896,920,159;4,236,760,593,299;8,276,548,081,603
2205458;Joca Marques;;;;2,395,751,129,418
2205508;José de Freitas;4,541,353,651,927;10,136,257,139,609;10,813,443,088,777;26,099,432,700,441
2205516;Juazeiro do Piauí;;;;2,375,672,387,102
2205524;Júlio Borges;;;;201,273,402,762
2205532;Jurema;;;;2,381,452,549,118
2205540;Lagoinha do Piauí;;;;1,418,284,665,679
2205557;Lagoa Alegre;;;;3,868,920,442,454
2205565;Lagoa do Barro do Piauí;;;;2,430,674,728,085
2205573;Lagoa de São Francisco;;;;2,673,428,370,499
2205581;Lagoa do Piauí;;;;1,844,622,864,797
2205599;Lagoa do Sítio;;;;208,380,626,358
2205607;Landri Sales;528,511,898,888;287,464,280,832;2,894,882,551,872;480,528,033,434
2205706;Luís Correia;5,120,027,884,951;13,553,257,984,723;9,261,565,634,809;18,152,013,935,492
2205805;Luzilândia;5,643,523,550,425;16,789,730,148,158;11,706,771,370,049;17,710,068,584,848
2205854;Madeiro;;;;3,390,018,193,244
2205904;Manoel Emídio;409,088,815,923;1,499,053,413,574;1,545,770,543,239;3,387,259,116,349
2205953;Marcolândia;;;;5,742,759,171,215
2206001;Marcos Parente;496,491,125,671;1,221,803,081,017;1,513,247,721,039;4,413,796,190,232
2206050;Massapê do Piauí;;;;3,602,022,815,526
2206100;Matias Olímpio;2,310,801,860,677;474,926,013,029;3,385,357,769,695;5,759,331,408,401
2206209;Miguel Alves;4,992,814,659,151;8,526,716,158,311;10,313,516,871,903;17,160,605,005,497
2206308;Miguel Leão;206,661,084,489;569,455,709,135;649,097,077,911;1,081,497,068,581
2206357;Milton Brandão;;;;2,226,089,433,113
2206407;Monsenhor Gil;2,055,244,581,893;3,388,071,540,563;3,091,525,160,854;7,791,467,008,875
2206506;Monsenhor Hipólito;74,989,306,717;1,387,063,979,124;2,608,043,445,983;8,265,285,126,105
2206605;Monte Alegre do Piauí;1,221,206,373,877;3,692,010,026,907;4,409,228,975,719;6,556,631,751,204
2206654;Morro Cabeça no Tempo;;;;1,785,951,525,303
2206670;Morro do Chapéu do Piauí;;;;2,546,806,607,577
2206696;Murici dos Portelas;;;;3,573,777,818,012
2206704;Nazaré do Piauí;1,147,895,910,598;229,406,513,089;2,176,207,314,388;4,356,568,471,465
2206720;Nazária;;;;
2206753;Nossa Senhora de Nazaré;;;;1,884,311,765,135
2206803;Nossa Senhora dos Remédios;116,648,207,024;2,235,326,549,755;1,548,800,696,367;409,824,902,868
2206902;Novo Oriente do Piauí;1,392,057,930,818;2,265,855,844,187;241,738,697,048;5,403,859,936,807
2206951;Novo Santo Antônio;;;;1,223,635,788,889
2207009;Oeiras;7,764,462,426,176;19,697,130,856,247;22,647,110,557,509;36,513,524,265,775
2207108;Olho D'Água do Piauí;;;;1,264,480,631,972
2207207;Padre Marcos;2,412,875,928,271;5,584,501,444,724;6,849,860,541,831;4,345,638,026,738
2207306;Paes Landim;390,763,616,401;1,056,626,864,536;1,488,622,444,327;2,712,797,648,901
2207355;Pajeú do Piauí;;;;2,502,818,572,727
2207405;Palmeira do Piauí;349,870,199,112;1,425,518,398,448;1,220,514,808,989;4,285,920,451,092
2207504;Palmeirais;2,445,708,577,416;4,259,780,168,435;2,668,725,568,971;7,484,765,945,842
2207553;Paquetá;;;;2,208,999,420,333
2207603;Parnaguá;933,454,348,463;6,026,399,293,662;3,954,353,985,172;6,278,834,021,293
2207702;Parnaíba;32,467,140,668,616;87,488,253,106,688;94,535,135,122,053;214,682,786,195,412
2207751;Passagem Franca do Piauí;;;;256,561,554,335
2207777;Patos do Piauí;;;;3,975,247,557,782
2207793;Pau D'Arco do Piauí;;;;
2207801;Paulistana;4,142,210,316,124;12,878,515,235,036;13,292,744,667,751;14,450,768,301,019
2207850;Pavussu;;;;2,169,842,534,139
2207900;Pedro II;4,734,125,858,929;9,502,778,984,693;13,704,567,883,277;23,123,124,219,241
2207934;Pedro Laurentino;;;;1,088,198,878,668
2207959;Nova Santa Rita;;;;1,795,402,752,039
2208007;Picos;1,517,928,661,779;47,632,692,043,783;61,840,845,578,203;119,597,106,283,408
2208106;Pimenteiras;1,443,206,114,296;2,204,835,787,704;4,022,452,588,067;641,415,022,719
2208205;Pio IX;2,724,240,011,931;7,020,304,404,274;5,551,483,881,636;12,913,491,787,579
2208304;Piracuruca;6,076,949,313,815;14,564,731,172,395;14,395,401,292,683;18,383,933,600,929
2208403;Piripiri;10,655,591,267,302;29,021,699,822,836;31,241,931,906,103;63,246,295,066,754
2208502;Porto;3,080,585,888,089;3,979,976,393,614;3,809,497,523,222;5,859,026,899,796
2208551;Porto Alegre do Piauí;;;;1,264,257,228,434
2208601;Prata do Piauí;277,168,642,778;817,837,224,016;931,068,090,169;2,172,068,157,701
2208650;Queimada Nova;;;;3,791,236,476,056
2208700;Redenção do Gurguéia;316,505,964,538;2,430,008,712,338;2,042,817,146,519;4,832,629,872,524
2208809;Regeneração;2,295,511,530,696;4,502,140,774,886;778,334,931,438;13,434,979,557,486
2208858;Riacho Frio;;;;3,273,480,579,852
2208874;Ribeira do Piauí;;;;1,563,892,272,713
2208908;Ribeiro Gonçalves;738,043,544,694;3,209,132,991,642;4,491,697,555,803;7,035,526,337,459
2209005;Rio Grande do Piauí;1,505,382,279,131;2,036,520,526,391;4,226,832,009,876;5,522,482,515,246
2209104;Santa Cruz do Piauí;15,690,178,876;1,908,798,679,552;2,608,015,313,855;5,604,129,764,586
2209153;Santa Cruz dos Milagres;;;;1,879,806,845,647
2209203;Santa Filomena;109,829,415,746;1,505,157,659,477;2,420,850,455,142;4,772,863,115,704
2209302;Santa Luz;502,686,512,219;580,692,826,519;1,435,129,899,411;2,930,067,174,062
2209351;Santana do Piauí;;;;278,292,123,952
2209377;Santa Rosa do Piauí;;;;3,547,612,176,458
2209401;Santo Antônio de Lisboa;635,650,525,843;1,619,294,153,994;3,965,092,118,018;6,007,086,410,246
2209450;Santo Antônio dos Milagres;;;;946,969,023,884
2209500;Santo Inácio do Piauí;51,747,425,234;1,535,979,979,218;179,167,255,773;3,189,226,363,483
2209559;São Braz do Piauí;;;;2,725,175,074,457
2209609;São Félix do Piauí;1,476,058,093,819;1,238,596,478,014;1,937,712,941,745;2,763,406,693,503
2209658;São Francisco de Assis do Piauí;;;;1,727,288,763,162
2209708;São Francisco do Piauí;732,756,685,971;1,522,123,556,083;1,298,229,177,677;3,464,280,730,054
2209757;São Gonçalo do Gurguéia;;;;149,509,013,305
2209807;São Gonçalo do Piauí;650,766,882,411;1,369,544,291,566;2,619,418,384,209;2,796,453,471,301
2209856;São João da Canabrava;;;221,333,479,293;2,568,733,819,358
2209872;São João da Fronteira;;;;3,713,437,509,999
2209906;São João da Serra;1,407,783,194,332;3,450,028,919,596;1,645,523,576,845;3,427,822,537,393
2209955;São João da Varjota;;;;2,755,134,501,851
2209971;São João do Arraial;;;;3,340,871,506,139
2210003;São João do Piauí;6,498,593,211,057;11,472,502,285,879;13,908,162,339,445;18,984,238,927,903
2210052;São José do Divino;;;;25,990,090,089
2210102;São José do Peixe;569,047,704,161;2,630,069,278,313;1,997,960,381,661;2,721,201,615,172
2210201;São José do Piauí;824,952,929,771;21,044,490,802;2,475,962,732,254;3,771,038,112,301
2210300;São Julião;1,046,276,106,916;3,797,492,417,666;4,465,580,895,355;5,211,853,152,193
2210359;São Lourenço do Piauí;;;;2,664,561,477,452
2210375;São Luis do Piauí;;;;1,414,575,736,603
2210383;São Miguel da Baixa Grande;;;;106,919,846,335
2210391;São Miguel do Fidalgo;;;;963,694,760,987
2210409;São Miguel do Tapuio;2,330,567,173,454;5,448,566,376,244;646,202,880,345;10,651,433,780,737
2210508;São Pedro do Piauí;197,972,079,019;3,332,343,861,694;4,435,667,951,763;9,428,847,542,581
2210607;São Raimundo Nonato;813,240,652,988;22,848,572,809,834;22,836,817,325,096;31,320,178,058,122
2210623;Sebastião Barros;;;;2,362,202,609,842
2210631;Sebastião Leal;;;;2,249,352,275,927
2210656;Sigefredo Pacheco;;;;4,482,329,114,759
2210706;Simões;2,680,447,037,755;7,269,170,262,213;8,262,012,641,413;8,964,602,830,035
2210805;Simplício Mendes;2,077,667,821,815;5,501,021,491,103;7,235,328,958,572;13,632,682,092,761
2210904;Socorro do Piauí;427,249,707,222;76,719,044,272;1,945,577,137,154;2,415,178,448,426
2210938;Sussuapara;;;;3,675,211,370,119
2210953;Tamboril do Piauí;;;;1,498,496,675,646
2210979;Tanque do Piauí;;;;1,327,878,016,864
2211001;Teresina;124,788,838,630,237;488,617,627,349,486;781,602,017,613;176,433,786,842,545
2211100;União;7,865,666,626,703;18,298,522,844,849;15,307,712,479,389;2,561,822,826,496
2211209;Uruçuí;1,386,490,781,596;6,411,927,406,744;7,637,350,324,471;15,126,806,827,502
2211308;Valença do Piauí;3,328,932,935,416;9,048,099,138,756;12,616,176,739,042;27,922,260,944,895
2211357;Várzea Branca;;;;2,213,220,184,626
2211407;Várzea Grande;1,002,628,110,585;2,548,105,977,098;2,505,701,233,015;3,800,040,931,216
2211506;Vera Mendes;;;;155,570,820,107
2211605;Vila Nova do Piauí;;;;2,063,199,998,602
2211704;Wall Ferraz;;;;2,451,893,106,542
4100103;Abatiá;576,240,538,277;8,908,652,695,119;9,401,810,265,426;1,186,841,361,073
4100202;Adrianópolis;5,917,570,336,955;11,768,598,088,703;7,474,238,985,188;8,011,137,553,614
4100301;Agudos do Sul;2,167,273,794,797;4,845,769,853,077;5,158,635,682,263;10,795,774,268,359
4100400;Almirante Tamandaré;8,630,685,715,631;36,372,848,619,996;77,172,172,426,613;172,257,617,155,698
4100459;Altamira do Paraná;;;4,723,398,038,162;9,093,451,534,577
4100509;Altônia;17,603,258,183,747;41,681,590,845,666;21,934,999,507,074;35,296,141,573,935
4100608;Alto Paraná;10,467,516,342,456;21,281,318,875,535;12,470,485,901,727;24,947,808,249,999
4100707;Alto Piquiri;15,310,452,906,145;22,457,841,481,274;13,564,583,441,693;25,057,949,016,458
4100806;Alvorada do Sul;9,553,981,949,802;16,406,329,380,903;11,340,848,732,502;19,131,568,857,431
4100905;Amaporã;1,993,281,051,229;3,298,274,964,896;2,755,168,001,295;820,691,026,521
4101002;Ampére;3,926,579,935,667;20,721,045,522,209;11,023,633,085,438;36,642,460,978,292
4101051;Anahy;;;;3,966,919,970,685
4101101;Andirá;11,593,839,549,818;31,511,539,912,533;21,923,925,285,236;50,597,825,571,054
4101150;Ângulo;;;;6,319,490,873,595
4101200;Antonina;13,321,453,533,918;21,796,924,239,208;17,602,892,943,506;37,776,828,798,206
4101309;Antônio Olinto;2,527,021,817,702;5,313,288,598,481;4,525,762,103,369;8,454,988,054,448
4101408;Apucarana;58,235,802,339,612;138,652,648,378,431;147,772,349,109,934;307,142,628,125,884
4101507;Arapongas;47,733,790,935,396;97,776,602,031,399;115,308,113,982,799;256,477,557,006,501
4101606;Arapoti;7,087,164,598,253;20,954,812,063,726;34,992,580,062,229;80,016,404,072,085
4101655;Arapuã;;;;4,341,487,111,516
4101705;Araruna;9,185,399,943,583;11,637,525,716,992;10,394,663,338,499;24,317,357,102,762
4101804;Araucária;12,401,781,745,855;51,809,109,199,889;86,236,175,839,438;225,103,664,998,141
4101853;Ariranha do Ivaí;;;;4,201,176,833,205
4101903;Assaí;19,450,962,148,896;42,682,821,140,972;30,961,487,767,501;35,688,885,041,274
4102000;Assis Chateaubriand;34,193,527,173,635;86,672,667,786,659;51,766,285,478,712;114,447,929,253,028
4102109;Astorga;16,351,732,110,027;35,311,321,870,463;32,598,036,530,409;63,141,058,414,688
4102208;Atalaia;2,582,799,627,008;4,542,653,092,142;4,586,561,238,431;9,183,581,313,495
4102307;Balsa Nova;275,106,091,313;7,011,972,897,186;8,131,268,625,452;20,071,769,771,223
4102406;Bandeirantes;22,465,496,131,111;52,975,747,802,059;43,376,655,998,814;76,633,218,416,735
4102505;Barbosa Ferraz;11,176,728,626,509;27,065,736,165,784;14,506,731,692,305;22,343,345,796,985
4102604;Barracão;5,823,325,072,955;16,965,529,204,195;1,637,104,197,692;21,810,546,968,858
4102703;Barra do Jacaré;3,065,865,804,295;5,046,762,813,042;3,493,785,129,411;5,478,780,747,423
4102752;Bela Vista da Caroba;;;;5,489,940,319,374
4102802;Bela Vista do Paraíso;10,854,491,204,525;32,787,835,844,049;20,903,154,422,746;38,861,459,862,744
4102901;Bituruna;3,682,968,831,254;13,581,235,181,044;10,082,474,226,947;25,315,173,660,444
4103008;Boa Esperança;6,172,683,017,017;9,185,119,834,646;9,010,094,868,445;8,274,074,174,076
4103024;Boa Esperança do Iguaçu;;;;5,098,055,445,873
4103040;Boa Ventura de São Roque;;;;12,180,125,909,017
4103057;Boa Vista da Aparecida;;;5,425,001,879,102;15,265,514,708,113
4103107;Bocaiúva do Sul;4,533,805,138,832;13,280,532,070,482;9,374,958,483,537;16,891,404,752,758
4103156;Bom Jesus do Sul;;;;4,609,526,326,807
4103206;Bom Sucesso;7,563,619,785,839;9,696,340,123,843;6,926,187,799,517;11,019,665,214,062
4103222;Bom Sucesso do Sul;;;;6,316,797,819,352
4103305;Borrazópolis;13,028,260,006,747;17,907,887,399,189;12,304,492,621,528;14,799,138,319,321
4103354;Braganey;;;6,299,712,443,837;7,152,733,008,154
4103370;Brasilândia do Sul;;;;6,992,935,381,948
4103404;Cafeara;1,791,143,275,483;2,760,682,845,869;198,327,135,984;3,875,552,049,663
4103453;Cafelândia;;;18,357,639,911,657;28,844,498,801,084
4103479;Cafezal do Sul;;;;9,363,343,449,015
4103503;Califórnia;5,547,277,592,173;8,055,318,635,984;7,344,389,802,336;15,680,838,697,148
4103602;Cambará;18,106,785,567,463;38,972,890,420,922;3,947,160,158,857;55,266,041,642,308
4103701;Cambé;23,334,531,990,746;85,349,014,663,792;100,287,461,981,938;231,413,756,897,892
4103800;Cambira;9,457,223,736,501;11,313,543,224,136;9,055,033,154,714;13,926,321,165,276
4103909;Campina da Lagoa;13,375,124,331,887;24,693,897,905,998;16,637,849,126,242;31,972,020,700,576
4103958;Campina do Simão;;;;496,300,074,438
4104006;Campina Grande do Sul;4,988,813,270,648;11,849,375,399,101;25,412,678,540,173;72,293,362,290,833
4104055;Campo Bonito;;;326,947,132,225;6,151,402,504,133
4104105;Campo do Tenente;1,723,709,247,493;3,375,238,017,706;3,803,420,641,091;869,572,254,242
4104204;Campo Largo;27,103,163,397,617;91,483,001,739,543;103,103,723,331,463;244,549,780,216,146
4104253;Campo Magro;;;;45,568,195,900,169
4104303;Campo Mourão;43,188,426,229,777;131,617,991,110,588;129,592,459,317,873;224,445,205,739,116
4104402;Cândido de Abreu;6,473,502,378,799;12,886,865,560,263;11,431,188,481,232;20,216,440,474,772
4104428;Candói;;;;24,826,450,511,966
4104451;Cantagalo;;;12,753,461,452,209;18,980,261,287,918
4104501;Capanema;8,722,495,351,847;31,815,630,288,143;19,096,136,321,543;42,125,516,333,393
4104600;Capitão Leônidas Marques;8,504,825,616,379;40,060,612,468,217;14,368,547,255,491;3,532,130,239,504
4104659;Carambeí;;;;40,453,736,245,577
4104709;Carlópolis;7,254,961,955,274;18,849,596,368,381;11,399,273,915,965;27,271,567,944,129
4104808;Cascavel;63,534,365,607,252;332,717,187,536,574;391,740,017,300,927;83,973,054,162,519
4104907;Castro;25,048,305,423,309;9,161,576,819,183;9,349,917,808,475;145,045,405,857,866
4105003;Catanduvas;10,116,408,999,072;27,959,306,094,749;10,096,853,069,149;19,068,798,553,975
4105102;Centenário do Sul;8,917,374,570,187;15,869,640,532,555;16,714,345,328,891;2,005,928,125,245
4105201;Cerro Azul;7,063,513,879,249;11,343,038,865,066;12,452,733,061,743;2,026,374,838,596
4105300;Céu Azul;9,922,573,621,211;37,218,464,105,718;13,739,637,858,473;26,993,651,118,036
4105409;Chopinzinho;10,627,407,574,366;42,900,612,426,495;19,459,793,651;45,259,715,668,024
4105508;Cianorte;34,678,806,679,345;82,477,804,821,716;75,625,756,139,251;177,284,978,856,156
4105607;Cidade Gaúcha;5,704,800,852,626;14,033,965,557,374;927,316,583,091;21,032,368,546,453
4105706;Clevelândia;8,934,501,286,196;30,138,792,952,902;17,383,165,759,048;35,082,302,760,907
4105805;Colombo;12,410,896,019,669;87,657,517,787,927;158,453,795,267,833;42,765,820,014,206
4105904;Colorado;10,142,089,407,897;26,798,325,031,702;2,686,205,252,193;5,862,750,063,902
4106001;Congonhinhas;6,874,926,699,353;7,029,774,856,832;4,881,166,897,728;10,842,052,978,756
4106100;Conselheiro Mairinck;2,616,376,495,754;3,564,528,335,369;2,850,615,758,274;9,323,605,723,212
4106209;Contenda;4,217,647,121,121;11,754,159,199,356;11,144,398,960,225;27,215,175,301,564
4106308;Corbélia;15,946,683,343,365;53,281,629,933,349;22,687,200,411,759;37,026,204,362,352
4106407;Cornélio Procópio;37,315,953,667,596;88,031,372,382,017;76,158,687,481,766;145,977,564,641,241
4106456;Coronel Domingos Soares;;;;6,781,010,337,177
4106506;Coronel Vivida;10,472,068,646,768;34,741,255,467,907;27,510,432,859,559;45,178,004,361,312
4106555;Corumbataí do Sul;;;3,111,452,398,563;4,763,291,226,262
4106571;Cruzeiro do Iguaçu;;;;6,181,225,182,904
4106605;Cruzeiro do Oeste;19,282,565,550,119;34,303,002,961,355;25,733,162,619,968;46,180,046,227,484
4106704;Cruzeiro do Sul;3,470,518,298,182;6,027,137,681,598;4,486,112,741,907;8,844,109,470,357
4106803;Cruz Machado;456,119,628,622;12,737,556,171,451;1,181,220,929,216;24,593,456,525,078
4106852;Cruzmaltina;;;;4,083,612,101,781
4106902;Curitiba;106,013,214,208,808;348,426,767,115,728;438,091,712,842,063;967,582,301,313,416
4107009;Curiúva;9,006,207,327,999;20,135,051,357,058;6,914,941,038,561;16,825,997,451,404
4107108;Diamante do Norte;3,487,036,107,246;9,754,408,420,783;8,006,217,174,042;12,330,262,915,395
4107124;Diamante do Sul;;;;4,762,412,259,364
4107157;Diamante D'Oeste;;;4,273,533,885,487;7,162,961,218,673
4107207;Dois Vizinhos;1,643,261,041,678;49,588,299,948,395;41,924,337,837,598;8,315,995,590,632
4107256;Douradina;;;6,419,756,312,193;13,569,244,516,917
4107306;Doutor Camargo;3,971,107,464,253;8,469,190,899,101;5,961,393,887,783;12,959,961,217,924
4107405;Enéas Marques;4,285,554,743,402;11,712,956,435,613;11,236,927,936,208;17,799,762,607,501
4107504;Engenheiro Beltrão;11,531,141,464,743;27,747,412,055,598;15,961,527,413,234;36,774,410,805,643
4107520;Esperança Nova;;;;3,481,580,230,827
4107538;Entre Rios do Oeste;;;;11,847,749,146,818
4107546;Espigão Alto do Iguaçu;;;;8,605,912,415,766
4107553;Farol;;;;633,589,161,182
4107603;Faxinal;1,673,044,323,497;24,740,142,138,832;21,233,110,201,245;34,643,450,663,641
4107652;Fazenda Rio Grande;;;;120,639,507,189,084
4107702;Fênix;5,544,059,084,029;7,257,275,854,111;4,716,610,007,078;8,077,459,974,348
4107736;Fernandes Pinheiro;;;;9,160,000,141,041
4107751;Figueira;;;9,843,891,067,096;15,613,470,706,598
4107801;Floraí;4,656,949,319,801;9,353,638,959,133;6,764,913,662,945;12,630,523,709,645
4107850;Flor da Serra do Sul;;;;7,532,225,146,446
4107900;Floresta;3,613,234,488,135;8,422,344,037,763;7,670,735,857,462;12,070,024,969,936
4108007;Florestópolis;4,854,244,835,547;13,129,632,100,859;13,235,649,665,886;19,223,290,966,831
4108106;Flórida;1,417,100,437,128;2,161,862,774,727;280,515,038,958;5,161,042,308,121
4108205;Formosa do Oeste;18,166,661,417,169;31,587,131,929,489;17,414,851,542,123;16,144,357,355,974
4108304;Foz do Iguaçu;31,349,622,448,999;363,631,412,381,046;414,744,538,725,252;831,604,973,043,556
4108320;Francisco Alves;;12,984,513,780,469;7,892,360,046,697;10,335,431,511,692
4108403;Francisco Beltrão;20,202,073,029,958;86,877,220,959,333;8,852,370,797,603;203,934,631,842,711
4108452;Foz do Jordão;;;;8,846,806,268,923
4108502;General Carneiro;3,097,480,639,547;10,451,511,152,251;12,089,350,995,164;24,166,825,720,752
4108551;Godoy Moreira;;;2,504,119,210,835;4,216,755,138
4108601;Goioerê;28,575,316,754,829;96,757,291,088,768;65,928,145,709,453;66,717,724,378,223
4108650;Goioxim;;;;9,393,482,513,642
4108700;Grandes Rios;12,329,979,052,157;23,004,638,806,707;9,625,264,090,644;10,925,057,142,533
4108809;Guaíra;15,488,282,729,993;52,996,571,865,244;4,260,810,004,775;71,193,273,217,215
4108908;Guairaçá;3,384,556,101,688;6,994,354,190,372;4,918,603,919,119;9,217,979,725,976
4108957;Guamiranga;;;;7,685,194,118,182
4109005;Guapirama;2,328,247,527,944;3,531,156,605,822;3,216,919,392,024;6,622,170,475,535
4109104;Guaporema;2,397,469,616,014;3,228,272,383,321;1,699,498,460,154;3,564,036,208,239
4109203;Guaraci;3,836,374,720,928;6,866,356,344,159;7,318,047,258,352;979,724,283,337
4109302;Guaraniaçu;12,890,676,032,484;33,946,991,099,546;17,667,090,691,831;35,831,804,806,469
