Código;Município;renda_1970;renda_1980;renda_1991;renda_2000
3129608;Ibiaí;90,850,849,405;3,323,472,005,181;349,962,837,296;643,911,031,233
3129657;Ibiracatu;;;;3,668,627,358,898
3129707;Ibiraci;4,976,180,867,813;15,374,274,973,652;1,203,606,305,754;24,938,921,985,132
3129806;Ibirité;10,250,078,571,539;46,670,770,152,877;82,318,945,524,531;196,462,328,686,712
3129905;Ibitiúra de Minas;1,562,194,263,727;2,716,763,101,273;3,444,459,762,415;8,364,543,633,164
3130002;Ibituruna;91,156,269,397;3,310,397,430,923;2,671,829,966;4,248,730,309,041
3130051;Icaraí de Minas;;;;6,377,565,078,779
3130101;Igarapé;3,731,758,708,464;19,234,795,164,028;29,529,607,370,125;4,870,665,917,881
3130200;Igaratinga;192,173,931,765;7,501,053,645,661;6,979,215,236,776;13,318,726,306,974
3130309;Iguatama;3,231,846,105,667;16,003,096,535,227;9,828,815,868,957;20,828,484,929,649
3130408;Ijaci;2,396,715,731,224;4,915,672,071,243;2,887,026,394,265;8,260,918,469,991
3130507;Ilicínea;2,367,884,470,583;9,108,926,981,389;7,945,456,848,127;24,555,210,241,125
3130556;Imbé de Minas;;;;7,524,137,069,615
3130606;Inconfidentes;2,380,275,243,677;8,670,140,398,126;8,459,171,951,823;16,758,007,121,703
3130655;Indaiabira;;;;5,514,016,597,047
3130705;Indianópolis;1,130,150,622,452;5,727,366,965,027;559,042,849,131;13,513,581,023,626
3130804;Ingaí;1,437,194,366,351;2,764,778,031,392;2,531,706,882,395;6,704,056,917,426
3130903;Inhapim;11,621,907,260,479;27,354,780,094,983;24,459,420,123,262;36,989,947,784,433
3131000;Inhaúma;1,675,296,312,679;4,520,459,785,308;42,369,914,797;8,194,250,799,687
3131109;Inimutaba;3,244,903,776,846;5,528,890,707,148;4,792,551,154,766;6,983,995,411,669
3131158;Ipaba;;;;17,154,707,894,089
3131208;Ipanema;6,867,252,538,793;15,959,546,432,649;14,373,103,292,015;27,913,041,758,224
3131307;Ipatinga;46,887,545,592,889;371,834,632,629,813;292,046,995,359,117;648,720,682,384,841
3131406;Ipiaçu;329,893,218,683;5,579,574,676,672;3,860,629,163,796;10,453,228,996,055
3131505;Ipuiúna;4,507,854,104,698;12,979,962,479,098;20,250,015,775,848;30,371,353,255,239
3131604;Iraí de Minas;6,380,184,973;67,476,828,859;7,941,949,981,055;13,105,343,049,851
3131703;Itabira;49,023,716,807,483;135,147,126,110,603;130,431,844,867,073;256,566,862,697,939
3131802;Itabirinha de Mantena;3,478,617,727,085;8,217,050,236,897;7,370,480,801,978;14,712,615,851,209
3131901;Itabirito;17,688,949,754,932;51,612,065,360,842;44,655,707,596,481;94,213,464,618,635
3132008;Itacambira;1,536,639,502,367;4,146,509,756,369;2,377,910,938,275;2,595,948,747,718
3132107;Itacarambi;3,168,606,769,973;9,614,312,303,294;9,123,107,732,092;16,156,552,444,922
3132206;Itaguara;3,302,141,029,785;977,978,423,339;11,587,382,006,693;23,840,399,969,251
3132305;Itaipé;38,386,363,753;6,317,536,516,817;6,165,216,245,567;11,058,047,235,944
3132404;Itajubá;44,349,118,851,433;123,470,767,819,301;136,673,555,814,786;293,683,954,786,331
3132503;Itamarandiba;5,722,691,118,615;19,539,826,446,597;19,259,020,165,971;31,632,395,259,015
3132602;Itamarati de Minas;1,085,603,763,486;33,411,646,404;2,713,176,956,437;7,865,462,273,623
3132701;Itambacuri;8,743,913,412,048;19,794,829,258,157;16,414,894,873,832;34,711,318,470,253
3132800;Itambé do Mato Dentro;113,352,377,363;2,534,129,028,262;1,827,322,505,885;2,684,968,950,881
3132909;Itamogi;389,610,559,279;11,920,844,451,377;10,862,358,090,571;24,704,858,169,597
3133006;Itamonte;4,234,242,251,701;12,892,085,801,677;9,074,070,561,221;28,340,202,244,926
3133105;Itanhandu;8,032,652,107,796;15,105,345,394,961;18,820,992,705,596;38,691,596,332,133
3133204;Itanhomi;5,543,024,908,739;14,627,835,561,815;11,641,908,032,554;15,332,900,572,511
3133303;Itaobim;601,271,446,359;15,393,012,015,594;11,239,600,289,951;25,920,108,651,154
3133402;Itapagipe;10,721,121,252,937;2,352,223,844,508;16,711,504,127,228;28,408,104,752,663
3133501;Itapecerica;9,032,361,331,115;22,966,495,334,731;23,413,019,126,048;4,740,719,040,047
3133600;Itapeva;2,000,549,273,824;780,304,803,901;8,513,638,577,546;15,293,019,232,328
3133709;Itatiaiuçu;2,457,809,394,822;6,328,307,661,232;6,606,980,984,478;14,105,868,395,304
3133758;Itaú de Minas;;;16,204,973,545,087;35,287,728,574,303
3133808;Itaúna;26,926,735,026,264;112,248,097,837,221;105,247,932,056,518;240,548,273,697,335
3133907;Itaverava;163,720,580,038;5,539,281,456,322;4,066,391,214,509;5,234,333,607,427
3134004;Itinga;4,692,623,534,694;12,207,765,067,208;8,390,598,840,594;8,637,170,328,254
3134103;Itueta;2,776,886,299,799;5,975,207,234,381;3,998,265,971,272;81,484,498,095
3134202;Ituiutaba;50,878,273,392,074;162,717,681,261,913;155,286,604,799,155;269,181,407,132,948
3134301;Itumirim;204,664,256,313;6,683,129,947,815;5,079,965,469,756;12,024,201,231,294
3134400;Iturama;21,621,531,773,354;85,936,111,482,288;64,229,448,435,053;95,958,678,144,879
3134509;Itutinga;3,953,942,087,485;5,372,701,496,269;4,188,513,425,808;7,338,212,935,485
3134608;Jaboticatubas;3,992,109,921,301;11,143,119,883,186;11,260,759,637,416;25,526,128,876,713
3134707;Jacinto;2,667,486,018,473;8,356,925,913,328;6,047,478,944,506;10,776,935,836,607
3134806;Jacuí;1,987,288,633,664;6,307,992,583,906;5,531,525,942,722;14,340,636,185,452
3134905;Jacutinga;7,594,558,057,818;22,647,749,661,172;25,563,546,441,764;69,967,984,124,409
3135001;Jaguaraçu;1,112,318,347,601;2,910,138,747,337;2,049,180,387,484;3,854,850,101,562
3135050;Jaíba;;;;29,840,071,337,639
3135076;Jampruca;;;;4,518,164,478,999
3135100;Janaúba;11,529,459,721,749;50,757,677,485,914;44,002,116,900,227;93,628,814,453,038
3135209;Januária;26,251,843,830,558;48,790,135,296,667;55,241,944,650,069;73,615,360,597,834
3135308;Japaraíba;979,141,699,805;2,828,795,548,612;2,597,642,444,345;6,963,310,986,689
3135357;Japonvar;;;;4,361,783,972,122
3135407;Jeceaba;230,715,808,419;549,419,633,125;4,620,068,768,704;8,938,917,777,414
3135456;Jenipapo de Minas;;;;604,732,480,756
3135506;Jequeri;4,033,844,210,087;11,864,329,098,969;8,383,260,018,069;14,470,183,310,383
3135605;Jequitaí;3,363,273,354,141;10,135,566,245,071;5,872,912,426,057;9,438,047,640,063
3135704;Jequitibá;2,071,617,413,112;3,950,896,543,949;2,967,309,553,715;8,258,551,012,169
3135803;Jequitinhonha;7,278,680,330,605;19,039,563,691,002;14,134,070,087,743;26,892,406,296,735
3135902;Jesuânia;1,875,839,332,137;4,294,289,051,248;3,295,817,435,054;9,542,595,411,096
3136009;Joaíma;6,397,166,711,168;14,070,786,382,998;11,446,546,682,976;17,524,062,844,839
3136108;Joanésia;1,866,096,820,999;404,727,409,171;3,149,101,392,874;8,187,833,871,754
3136207;João Monlevade;36,531,691,186,131;114,295,553,046,617;81,230,091,850,719;158,545,583,736,745
3136306;João Pinheiro;18,710,038,377,694;78,153,089,975,803;48,985,291,606,898;78,017,354,067,629
3136405;Joaquim Felício;1,711,995,037,672;7,840,168,162,657;2,466,046,024,717;5,347,059,941,243
3136504;Jordânia;3,337,931,226,953;5,509,242,777,661;736,898,885,779;1,005,737,667,984
3136520;José Gonçalves de Minas;;;;5,001,549,887,618
3136553;José Raydan;;;;3,345,365,862,988
3136579;Josenópolis;;;;3,121,250,078,672
3136603;Nova União;1,109,650,755,265;3,168,419,499,518;2,989,961,240,569;8,888,631,878,211
3136652;Juatuba;;;;3,020,173,199,949
3136702;Juiz de Fora;266,249,878,062,783;787,206,854,670,768;899,036,900,985,063;18,839,869,717,614
3136801;Juramento;2,646,667,200,028;5,045,665,536,309;3,452,138,709,567;3,861,978,591,945
3136900;Juruaia;2,564,406,771,158;6,154,962,580,151;5,437,691,266,493;18,478,385,516,689
3136959;Juvenília;;;;4,613,276,311,372
3137007;Ladainha;3,269,636,997,087;8,740,471,401,034;5,863,268,971,391;11,296,993,053,575
3137106;Lagamar;3,700,375,837,763;9,949,076,693,787;7,339,039,163,035;13,838,758,758,161
3137205;Lagoa da Prata;1,018,056,652,778;34,907,683,538,693;33,970,872,853,815;96,012,238,088,978
3137304;Lagoa dos Patos;922,532,684,191;3,441,725,639,717;3,083,916,649,093;373,622,690,704
3137403;Lagoa Dourada;409,098,481,113;14,241,536,353,078;775,647,018,902;17,892,010,203,074
3137502;Lagoa Formosa;7,374,723,319,875;18,801,712,269,134;17,903,510,283,432;33,881,967,812,121
3137536;Lagoa Grande;;;;14,104,269,557,666
3137601;Lagoa Santa;8,798,173,786,584;35,852,590,695,441;43,859,611,426,334;10,877,426,432,562
3137700;Lajinha;4,808,586,479,774;18,612,238,698,641;14,373,331,296,197;33,068,685,151,891
3137809;Lambari;7,518,357,702,841;23,230,779,969,406;1,919,384,783,718;49,905,781,218,069
3137908;Lamim;896,398,011,454;214,958,125,062;1,636,695,782,261;3,936,283,270,657
3138005;Laranjal;3,322,515,249,507;6,977,043,294,548;4,398,471,607,665;12,582,987,266,771
3138104;Lassance;2,641,882,931,165;11,752,380,437,154;4,799,909,369,137;7,014,157,144,448
3138203;Lavras;36,283,808,067,906;116,789,760,288,752;110,391,013,165,465;269,235,002,543,597
3138302;Leandro Ferreira;1,682,612,861,222;3,154,404,466,352;2,853,505,391,872;6,384,204,920,799
3138351;Leme do Prado;;;;573,382,607,517
3138401;Leopoldina;2,698,508,377,601;67,603,035,397,584;54,217,609,848,706;121,046,314,621,147
3138500;Liberdade;2,755,178,283,909;64,424,446,038;5,843,687,023,445;975,422,150,825
3138609;Lima Duarte;4,879,722,275,389;16,368,660,394,864;14,159,752,462,458;29,364,206,946,755
3138625;Limeira do Oeste;;;;11,426,086,877,605
3138658;Lontra;;;;5,742,406,255,292
3138674;Luisburgo;;;;11,794,616,504,622
3138682;Luislândia;;;;4,586,434,632,198
3138708;Luminárias;1,958,583,020,488;6,473,501,254,179;4,281,041,993,837;14,652,195,500,702
3138807;Luz;8,040,393,924,682;22,987,751,319,014;33,700,285,018,986;63,154,625,792,312
3138906;Machacalis;1,549,455,543,806;5,689,797,894,346;4,531,993,321,248;6,479,151,893,011
3139003;Machado;12,626,188,118,489;40,852,516,056,215;46,730,387,925,953;108,862,096,033,684
3139102;Madre de Deus de Minas;1,716,943,614,758;15,852,390,123,607;3,353,212,658,744;6,984,883,725,374
3139201;Malacacheta;8,582,253,450,438;24,922,637,316,054;16,791,671,972,063;23,723,189,181,846
3139250;Mamonas;;;;5,507,684,069,078
3139300;Manga;7,937,720,615,332;22,486,942,389,333;32,930,327,206,862;1,861,001,643,531
3139409;Manhuaçu;21,003,645,866,035;95,730,331,020,618;82,097,745,137,385;182,135,456,463,687
3139508;Manhumirim;9,781,171,897,048;38,172,292,404,581;25,503,097,687,125;41,331,078,687,653
3139607;Mantena;17,099,334,527,257;45,920,805,476,304;30,808,533,680,124;63,467,926,562,673
3139706;Maravilhas;2,055,727,841,374;6,091,479,139,643;7,227,799,983,771;9,422,369,160,813
3139805;Mar de Espanha;4,405,422,425,089;12,057,525,076,609;9,175,999,107,741;24,141,333,806,076
3139904;Maria da Fé;4,442,710,726,649;15,516,499,781,121;14,143,913,591,851;28,014,944,143,164
3140001;Mariana;1,236,642,648,222;42,204,998,568,275;48,256,777,417,327;9,937,149,630,502
3140100;Marilac;1,368,213,908,022;2,988,949,114,141;2,325,523,106,306;4,741,760,113,133
3140159;Mário Campos;;;;17,480,522,215,507
3140209;Maripá de Minas;1,240,430,436,035;2,757,916,579,413;2,242,603,264,953;6,509,236,005,184
3140308;Marliéria;1,513,935,971,946;3,534,538,046,209;19,559,295,549;6,610,244,718,343
3140407;Marmelópolis;1,573,125,593,189;1,981,803,650,425;1,800,458,456,343;4,737,788,105,415
3140506;Martinho Campos;5,335,339,314,151;1,144,315,629,396;11,720,158,698,571;26,396,103,530,694
3140530;Martins Soares;;;;995,440,318,268
3140555;Mata Verde;;;;7,886,916,274,231
3140605;Materlândia;759,567,921,981;311,445,131,666;2,961,732,482,305;4,192,065,903,086
3140704;Mateus Leme;7,472,757,338,207;3,025,980,120,457;27,987,211,963,005;52,167,179,153,898
3140803;Matias Barbosa;6,064,142,937,567;16,423,208,355,628;13,908,085,054,703;2,727,448,813,079
3140852;Matias Cardoso;;;;5,070,574,283,873
3140902;Matipó;3,733,189,156,528;11,345,937,306,548;10,803,105,877,746;27,765,704,628,349
3141009;Mato Verde;4,340,675,319,814;13,683,370,631,337;10,693,563,487,594;14,182,104,434,116
3141108;Matozinhos;5,744,979,045,883;23,471,611,378,025;2,348,916,988,454;69,748,558,887,775
3141207;Matutina;2,362,616,942,239;5,647,140,309,225;5,291,217,544,026;9,005,144,095,961
3141306;Medeiros;1,352,131,032,491;3,587,100,245,241;43,130,273,303;9,621,586,765,173
3141405;Medina;7,774,804,179,071;18,531,625,822,936;12,749,407,788,689;19,620,866,318,739
3141504;Mendes Pimentel;446,517,262,733;9,467,227,487,361;6,549,051,854,471;7,599,299,694,469
3141603;Mercês;3,690,778,304,469;9,013,936,599,314;6,909,374,684,901;15,520,867,406,089
3141702;Mesquita;4,871,632,511,676;12,304,944,178,087;14,015,336,447,363;10,106,035,609,825
3141801;Minas Novas;4,718,197,626,433;1,690,446,927,118;14,960,754,560,413;25,218,958,667,624
3141900;Minduri;2,852,429,421,882;7,293,714,492,289;294,455,674,994;6,472,097,378,643
3142007;Mirabela;5,466,466,941,747;10,371,377,242,993;10,187,821,380,427;12,472,659,752,652
3142106;Miradouro;2,911,648,038,693;9,004,918,678,198;6,529,161,869,461;15,093,892,777,529
3142205;Miraí;7,086,159,418,533;15,550,510,879,348;12,815,157,490,045;2,375,418,592,323
3142254;Miravânia;;;;2,585,862,819,026
3142304;Moeda;175,009,521,516;3,697,282,242,229;2,887,207,149,724;7,266,924,943,304
3142403;Moema;1,467,040,471,902;6,023,315,359,094;5,809,406,161,011;19,062,073,951,053
3142502;Monjolos;2,942,422,002,448;5,492,013,875,158;1,766,596,009,338;4,962,722,046,502
3142601;Monsenhor Paulo;1,868,890,060,799;6,267,274,611,272;9,417,841,284,732;18,868,216,645,808
3142700;Montalvânia;7,665,084,946,487;15,050,281,279,522;1,529,533,387,924;14,738,895,437,422
3142809;Monte Alegre de Minas;939,978,351,458;24,709,854,791,904;27,657,125,616,693;39,920,959,660,647
3142908;Monte Azul;8,346,857,757,204;27,878,500,109,092;18,575,087,049,348;20,691,959,647,679
3143005;Monte Belo;7,436,532,207,505;12,639,120,725,757;13,075,867,817,044;27,635,207,094,794
3143104;Monte Carmelo;11,532,185,305,222;45,261,963,158,106;53,779,039,856,976;112,212,584,761,076
3143153;Monte Formoso;;;;299,724,667,772
3143203;Monte Santo de Minas;8,787,677,390,655;323,182,054,346;23,261,775,793,857;51,323,063,922,544
3143302;Montes Claros;77,964,010,452,803;29,821,199,845,562;31,406,539,872,452;741,978,708,568,982
3143401;Monte Sião;5,144,790,100,761;19,025,784,780,678;26,258,487,682,425;71,537,702,028,968
3143450;Montezuma;;;;5,896,808,303,448
3143500;Morada Nova de Minas;4,658,795,371,019;8,158,504,317,663;6,605,585,688,394;13,128,548,037,761
3143609;Morro da Garça;1,324,720,554,725;2,764,832,693,605;1,695,540,324,152;4,267,901,121,607
3143708;Morro do Pilar;1,588,377,262,412;3,650,543,361,165;2,750,973,597,128;6,232,833,045,595
3143807;Munhoz;145,433,074,755;4,438,326,672,789;5,831,280,013,818;150,858,368,884
3143906;Muriaé;37,072,729,170,768;109,180,360,758,823;116,583,158,910,071;227,064,771,796,772
3144003;Mutum;10,729,636,284,993;20,870,513,073;15,305,941,645,933;56,936,129,508,896
3144102;Muzambinho;9,132,483,030,405;26,832,552,538,529;23,457,323,097,606;67,540,450,087,045
3144201;Nacip Raydan;1,904,747,914,295;2,450,214,017,185;2,323,954,865,393;3,040,445,743,891
3144300;Nanuque;26,951,303,938,282;56,103,698,893,312;45,709,823,638,552;92,741,618,250,227
3144359;Naque;;;;652,353,129,582
3144375;Natalândia;;;;4,715,498,708,234
3144409;Natércia;1,824,053,246,145;4,319,740,136,411;3,809,574,910,291;13,913,634,233,973
3144508;Nazareno;2,076,044,069,959;8,514,293,498,159;475,459,341,657;11,118,940,018,416
3144607;Nepomuceno;9,245,179,141,393;27,627,594,275,258;30,856,329,602,266;54,148,784,017,892
3144656;Ninheira;;;;7,567,851,508,363
3144672;Nova Belém;;;;6,053,510,374,936
3144706;Nova Era;11,373,028,627,723;2,838,011,015,384;24,875,832,822,294;38,053,830,876,669
3144805;Nova Lima;25,603,570,567,069;88,079,517,694,957;96,295,097,369,545;256,661,544,913,599
3144904;Nova Módica;2,800,672,331,458;4,292,325,692,062;2,784,303,811,489;5,043,147,598,723
3145000;Nova Ponte;2,328,450,496,926;8,142,102,965,232;18,084,596,038,159;29,848,588,037,578
3145059;Nova Porteirinha;;;;8,801,018,926,436
3145109;Nova Resende;3,704,647,851,576;12,226,338,570,559;14,471,248,584,431;34,669,189,393,481
3145208;Nova Serrana;2,787,112,070,419;1,150,050,860,551;25,689,113,848,871;137,144,732,353,104
3145307;Novo Cruzeiro;7,134,775,322,329;16,626,414,687,199;11,705,491,310,925;37,774,925,735,012
3145356;Novo Oriente de Minas;;;;7,558,300,221,545
3145372;Novorizonte;;;;457,600,880,014
3145406;Olaria;790,022,934,479;1,883,139,698,756;1,581,602,823,227;3,630,636,948,109
3145455;Olhos-d'Água;;;;3,050,927,481,143
3145505;Olímpio Noronha;983,722,999,685;2,401,295,368,336;2,230,628,235,423;3,613,881,473,743
3145604;Oliveira;15,273,058,287,499;46,280,793,790,138;3,565,089,872,319;87,195,996,885,636
3145703;Oliveira Fortes;1,022,780,030,946;3,582,282,801,616;1,503,884,204,678;2,529,287,552,549
3145802;Onça de Pitangui;105,972,038,568;2,679,056,927,006;2,398,177,921,268;609,644,238,745
3145851;Oratórios;;;;4,238,174,409,173
3145877;Orizânia;;;;7,777,926,250,074
3145901;Ouro Branco;3,570,011,760,147;34,468,516,560,189;51,260,061,881,753;86,516,034,810,071
3146008;Ouro Fino;14,233,025,893,078;42,899,816,239,988;40,220,854,822,314;8,953,742,121,089
3146107;Ouro Preto;36,461,502,579,099;101,886,195,975,347;84,862,451,724,878;168,015,576,751,073
3146206;Ouro Verde de Minas;3,313,594,279,486;5,529,712,432,558;2,975,374,941,791;6,046,794,971,508
3146255;Padre Carvalho;;;;2,365,369,871,326
3146305;Padre Paraíso;5,177,719,401,802;9,215,362,376,481;9,222,181,601,774;15,940,034,003,104
3146404;Paineiras;2,622,281,926,612;5,945,544,470,453;4,649,944,422,595;783,859,688,489
3146503;Pains;4,288,850,573,063;11,768,749,081,868;10,042,208,472,959;17,791,917,260,141
3146552;Pai Pedro;;;;4,225,068,167,619
3146602;Paiva;1,107,418,096,462;141,475,531,895;1,036,250,138,476;2,686,692,960,406
3146701;Palma;385,932,954,628;10,273,185,985,057;6,264,833,871,773;12,855,462,829,515
3146750;Palmópolis;;;;5,672,687,526,095
3146909;Papagaios;3,121,112,028,172;9,037,376,383,842;14,036,794,847,128;29,041,377,311,944
3147006;Paracatu;18,013,439,166,098;77,471,989,831,436;78,243,058,068,147;166,229,504,484,504
3147105;Pará de Minas;21,065,570,735,941;77,055,983,501,729;89,789,520,976,809;209,464,650,731,592
3147204;Paraguaçu;6,461,604,530,375;22,143,975,978,471;179,641,724,136;51,240,175,925,925
3147303;Paraisópolis;6,376,560,526,895;20,312,027,890,945;17,286,317,054,481;43,664,488,871,041
3147402;Paraopeba;5,859,037,948,607;14,841,068,377,151;17,315,415,720,146;43,737,122,070,249
3147501;Passabém;442,800,997,323;2,411,298,105,401;944,408,006,378;3,334,986,015,594
3147600;Passa Quatro;6,955,476,389,659;18,427,226,371,281;14,317,322,938,103;34,951,531,764,599
3147709;Passa Tempo;3,125,045,760,348;7,980,515,188,669;8,456,514,929,771;24,137,180,095,907
3147808;Passa-Vinte;1,551,949,162,728;8,704,569,527,873;1,681,804,324,766;3,823,316,418,333
3147907;Passos;38,071,268,906,143;133,425,640,499,949;152,635,560,312,658;298,570,278,997,728
3147956;Patis;;;;3,002,945,263,848
3148004;Patos de Minas;41,814,587,181,395;139,688,100,803,953;171,675,273,583,336;374,041,961,607,222
3148103;Patrocínio;18,347,274,815,627;70,942,133,627,083;82,609,926,002,379;205,441,412,076,667
3148202;Patrocínio do Muriaé;2,346,853,017,966;313,495,099,097;4,413,422,698,384;7,925,436,002,888
3148301;Paula Cândido;2,160,440,505,734;587,044,889,393;5,053,134,502,492;10,980,005,995,657
3148400;Paulistas;1,311,633,887,977;2,783,227,424,635;3,225,484,938,705;483,786,645,591
3148509;Pavão;3,140,510,063,743;8,557,650,490,785;8,700,512,068,146;8,585,001,132,404
3148608;Peçanha;5,109,637,806,107;16,402,350,688,623;11,870,113,153,619;20,341,366,582,436
3148707;Pedra Azul;8,101,903,191,434;29,951,918,077,816;1,482,425,247,196;254,621,378,374
3148756;Pedra Bonita;;;;9,464,373,376,548
