"Código do Nível Geográfico";"Nível Geográfico";"Código do Item Geográfico";"Item Geográfico";"Ordem Geográfica";"Código do Item Temporal";"Nível Temporal";"Item Temporal";"Total de rendimentos brutos (operação: Soma)";"Freqüência";"Observações"
"9035";"Município";"2102507";"Cajari";"881";"2000";"8005";"2000";"599.980";"13405";"1502"
"9035";"Município";"3509254";"Cajati";"882";"2000";"8005";"2000";"4.968.506";"29227";"3115"
"9035";"Município";"2503704";"Cajazeiras";"883";"2000";"8005";"2000";"8.101.081";"54715";"6023"
"9035";"Município";"2202075";"Cajazeiras do Piauí";"884";"2000";"8005";"2000";"199.822";"2667";"547"
"9035";"Município";"2503753";"Cajazeirinhas";"885";"2000";"8005";"2000";"199.682";"2888";"682"
"9035";"Município";"3509304";"Cajobi";"886";"2000";"8005";"2000";"1.940.109";"9174";"1893"
"9035";"Município";"2701308";"Cajueiro";"887";"2000";"8005";"2000";"1.188.687";"18975";"1981"
"9035";"Município";"2202083";"Cajueiro da Praia";"888";"2000";"8005";"2000";"374.149";"6122";"1223"
"9035";"Município";"3110202";"Cajuri";"889";"2000";"8005";"2000";"596.620";"4190";"872"
"9035";"Município";"3509403";"Cajuru";"890";"2000";"8005";"2000";"5.893.000";"21085";"2885"
"9035";"Município";"2603306";"Calçado";"891";"2000";"8005";"2000";"854.720";"11709";"2436"
"9035";"Município";"1600204";"Calçoene";"892";"2000";"8005";"2000";"807.996";"6730";"1363"
"9035";"Município";"3110301";"Caldas";"893";"2000";"8005";"2000";"3.340.050";"12766";"3045"
"9035";"Município";"2503803";"Caldas Brandão";"894";"2000";"8005";"2000";"350.454";"5155";"1051"
"9035";"Município";"5204508";"Caldas Novas";"895";"2000";"8005";"2000";"17.505.364";"49660";"4936"
"9035";"Município";"5204557";"Caldazinha";"896";"2000";"8005";"2000";"710.828";"2859";"581"
"9035";"Município";"2905503";"Caldeirão Grande";"897";"2000";"8005";"2000";"661.806";"11395";"1080"
"9035";"Município";"2202091";"Caldeirão Grande do Piauí";"898";"2000";"8005";"2000";"387.886";"5481";"1181"
"9035";"Município";"4103503";"Califórnia";"899";"2000";"8005";"2000";"1.587.909";"7678";"1508"
"9035";"Município";"4203154";"Calmon";"900";"2000";"8005";"2000";"349.299";"3467";"766"
"9035";"Município";"2603405";"Calumbi";"901";"2000";"8005";"2000";"460.465";"7192";"1894"
"9035";"Município";"2905602";"Camacan";"902";"2000";"8005";"2000";"3.342.789";"31055";"3379"
"9035";"Município";"2905701";"Camaçari";"903";"2000";"8005";"2000";"26.566.066";"161727";"16075"
"9035";"Município";"3110400";"Camacho";"904";"2000";"8005";"2000";"421.371";"3533";"613"
"9035";"Município";"2503902";"Camalaú";"905";"2000";"8005";"2000";"401.547";"5516";"1238"
"9035";"Município";"2905800";"Camamu";"906";"2000";"8005";"2000";"2.664.913";"33661";"3383"
"9035";"Município";"3110509";"Camanducaia";"907";"2000";"8005";"2000";"5.305.279";"20537";"2437"
"9035";"Município";"5002605";"Camapuã";"908";"2000";"8005";"2000";"3.535.113";"16446";"1574"
"9035";"Município";"4303509";"Camaquã";"909";"2000";"8005";"2000";"16.059.019";"60383";"6076"
"9035";"Município";"2603454";"Camaragibe";"910";"2000";"8005";"2000";"22.192.104";"128702";"13147"
"9035";"Município";"4303558";"Camargo";"911";"2000";"8005";"2000";"744.843";"2498";"500"
"9035";"Município";"4103602";"Cambará";"912";"2000";"8005";"2000";"5.596.478";"22740";"2302"
"9035";"Município";"4303608";"Cambará do Sul";"913";"2000";"8005";"2000";"1.429.614";"6840";"1382"
"9035";"Município";"4103701";"Cambé";"914";"2000";"8005";"2000";"23.433.955";"88186";"9213"
"9035";"Município";"4103800";"Cambira";"915";"2000";"8005";"2000";"1.410.239";"6688";"1525"
"9035";"Município";"4203204";"Camboriú";"916";"2000";"8005";"2000";"10.286.496";"41445";"4307"
"9035";"Município";"3300902";"Cambuci";"917";"2000";"8005";"2000";"2.924.927";"14670";"3222"
"9035";"Município";"3110608";"Cambuí";"918";"2000";"8005";"2000";"5.891.966";"22969";"2505"
"9035";"Município";"3110707";"Cambuquira";"919";"2000";"8005";"2000";"3.350.732";"12538";"2938"
"9035";"Município";"1502103";"Cametá";"920";"2000";"8005";"2000";"6.936.773";"97624";"10458"
"9035";"Município";"2302602";"Camocim";"921";"2000";"8005";"2000";"5.521.989";"55448";"6089"
"9035";"Município";"2603504";"Camocim de São Félix";"922";"2000";"8005";"2000";"1.748.234";"15115";"3066"
"9035";"Município";"3110806";"Campanário";"923";"2000";"8005";"2000";"472.106";"3419";"877"
"9035";"Município";"3110905";"Campanha";"924";"2000";"8005";"2000";"3.973.623";"14098";"2941"
"9035";"Município";"2701357";"Campestre";"925";"2000";"8005";"2000";"472.268";"6223";"1252"
"9035";"Município";"3111002";"Campestre";"926";"2000";"8005";"2000";"4.763.506";"20553";"2606"
"9035";"Município";"4303673";"Campestre da Serra";"927";"2000";"8005";"2000";"760.588";"3170";"587"
"9035";"Município";"5204607";"Campestre de Goiás";"928";"2000";"8005";"2000";"437.268";"3167";"680"
"9035";"Município";"2102556";"Campestre do Maranhão";"929";"2000";"8005";"2000";"1.007.988";"11521";"2275"
"9035";"Município";"4103909";"Campina da Lagoa";"930";"2000";"8005";"2000";"3.237.625";"17018";"1969"
"9035";"Município";"4303707";"Campina das Missões";"931";"2000";"8005";"2000";"1.137.636";"7014";"1353"
"9035";"Município";"3509452";"Campina do Monte Alegre";"932";"2000";"8005";"2000";"1.052.061";"5209";"1053"
"9035";"Município";"4103958";"Campina do Simão";"933";"2000";"8005";"2000";"502.575";"4365";"927"
"9035";"Município";"2504009";"Campina Grande";"934";"2000";"8005";"2000";"80.248.681";"355331";"35830"
"9035";"Município";"4104006";"Campina Grande do Sul";"935";"2000";"8005";"2000";"7.320.738";"34566";"3613"
"9035";"Município";"3111101";"Campina Verde";"936";"2000";"8005";"2000";"5.071.463";"19100";"2082"
"9035";"Município";"5204656";"Campinaçu";"937";"2000";"8005";"2000";"470.863";"3707";"781"
"9035";"Município";"5102603";"Campinápolis";"938";"2000";"8005";"2000";"1.579.864";"12419";"2614"
"9035";"Município";"3509502";"Campinas";"939";"2000";"8005";"2000";"592.830.129";"969396";"97548"
"9035";"Município";"2202109";"Campinas do Piauí";"940";"2000";"8005";"2000";"288.631";"5141";"1136"
"9035";"Município";"4303806";"Campinas do Sul";"941";"2000";"8005";"2000";"2.092.063";"8258";"1593"
"9035";"Município";"5204706";"Campinorte";"942";"2000";"8005";"2000";"1.586.338";"9641";"1749"
"9035";"Município";"2701407";"Campo Alegre";"943";"2000";"8005";"2000";"2.718.667";"41028";"4167"
"9035";"Município";"4203303";"Campo Alegre";"944";"2000";"8005";"2000";"2.486.641";"11634";"2351"
"9035";"Município";"5204805";"Campo Alegre de Goiás";"945";"2000";"8005";"2000";"1.556.779";"4528";"936"
"9035";"Município";"2905909";"Campo Alegre de Lourdes";"946";"2000";"8005";"2000";"1.771.486";"27607";"2925"
"9035";"Município";"2202117";"Campo Alegre do Fidalgo";"947";"2000";"8005";"2000";"207.944";"4451";"977"
"9035";"Município";"3111150";"Campo Azul";"948";"2000";"8005";"2000";"263.432";"3574";"751"
"9035";"Município";"3111200";"Campo Belo";"949";"2000";"8005";"2000";"11.979.160";"49187";"5235"
"9035";"Município";"4203402";"Campo Belo do Sul";"950";"2000";"8005";"2000";"1.221.961";"8070";"1854"
"9035";"Município";"4303905";"Campo Bom";"951";"2000";"8005";"2000";"19.947.657";"54018";"5379"
"9035";"Município";"4104055";"Campo Bonito";"952";"2000";"8005";"2000";"622.918";"5128";"1081"
"9035";"Município";"2516409";"Campo de Santana";"953";"2000";"8005";"2000";"568.040";"9388";"2061"
"9035";"Município";"2801009";"Campo do Brito";"954";"2000";"8005";"2000";"1.659.057";"15175";"1847"
"9035";"Município";"3111309";"Campo do Meio";"955";"2000";"8005";"2000";"2.268.579";"11436";"2330"
"9035";"Município";"4104105";"Campo do Tenente";"956";"2000";"8005";"2000";"880.566";"6335";"1215"
"9035";"Município";"4203501";"Campo Erê";"957";"2000";"8005";"2000";"1.747.977";"10353";"2032"
"9035";"Município";"3111408";"Campo Florido";"958";"2000";"8005";"2000";"1.179.561";"5447";"1391"
"9035";"Município";"2906006";"Campo Formoso";"959";"2000";"8005";"2000";"5.648.536";"61942";"6732"
"9035";"Município";"2701506";"Campo Grande";"960";"2000";"8005";"2000";"524.694";"9134";"1823"
"9035";"Município";"5002704";"Campo Grande";"961";"2000";"8005";"2000";"261.819.235";"663621";"66706"
"9035";"Município";"2202133";"Campo Grande do Piauí";"962";"2000";"8005";"2000";"293.676";"4882";"1029"
"9035";"Município";"4104204";"Campo Largo";"963";"2000";"8005";"2000";"24.764.165";"92782";"9595"
"9035";"Município";"2202174";"Campo Largo do Piauí";"964";"2000";"8005";"2000";"230.185";"5743";"1120"
"9035";"Município";"3509601";"Campo Limpo Paulista";"965";"2000";"8005";"2000";"20.776.426";"63724";"6254"
"9035";"Município";"4104253";"Campo Magro";"966";"2000";"8005";"2000";"4.614.432";"20409";"2004"
"9035";"Município";"2202208";"Campo Maior";"967";"2000";"8005";"2000";"5.206.146";"43126";"4345"
"9035";"Município";"4104303";"Campo Mourão";"968";"2000";"8005";"2000";"22.728.289";"80476";"8163"
"9035";"Município";"4304002";"Campo Novo";"969";"2000";"8005";"2000";"1.152.330";"6721";"1310"
"9035";"Município";"1100700";"Campo Novo de Rondônia";"970";"2000";"8005";"2000";"2.244.957";"11463";"2082"
"9035";"Município";"5102637";"Campo Novo do Parecis";"971";"2000";"8005";"2000";"8.985.240";"17638";"1829"
"9035";"Município";"2402105";"Campo Redondo";"972";"2000";"8005";"2000";"774.669";"9201";"1771"
"9035";"Município";"5102678";"Campo Verde";"973";"2000";"8005";"2000";"5.949.666";"17221";"3338"
"9035";"Município";"3111507";"Campos Altos";"974";"2000";"8005";"2000";"3.195.235";"12819";"2720"
"9035";"Município";"5204904";"Campos Belos";"975";"2000";"8005";"2000";"2.503.385";"17047";"1783"
"9035";"Município";"4304101";"Campos Borges";"976";"2000";"8005";"2000";"811.620";"3785";"710"
"9035";"Município";"5102686";"Campos de Júlio";"977";"2000";"8005";"2000";"4.888.863";"2895";"531"
"9035";"Município";"3509700";"Campos do Jordão";"978";"2000";"8005";"2000";"16.824.588";"44252";"4524"
"9035";"Município";"3301009";"Campos dos Goytacazes";"979";"2000";"8005";"2000";"100.705.225";"407168";"43293"
"9035";"Município";"3111606";"Campos Gerais";"980";"2000";"8005";"2000";"5.542.840";"26541";"3017"
"9035";"Município";"1703842";"Campos Lindos";"981";"2000";"8005";"2000";"294.610";"5638";"1100"
"9035";"Município";"4203600";"Campos Novos";"982";"2000";"8005";"2000";"7.238.390";"28729";"2786"
"9035";"Município";"3509809";"Campos Novos Paulista";"983";"2000";"8005";"2000";"832.429";"4181";"851"
"9035";"Município";"2302701";"Campos Sales";"984";"2000";"8005";"2000";"3.200.601";"25566";"2918"
"9035";"Município";"5204953";"Campos Verdes";"985";"2000";"8005";"2000";"1.116.666";"8057";"1615"
"9035";"Município";"2603603";"Camutanga";"986";"2000";"8005";"2000";"611.570";"7844";"1524"
"9035";"Município";"3111903";"Cana Verde";"987";"2000";"8005";"2000";"1.089.216";"5664";"1256"
"9035";"Município";"3111705";"Canaã";"988";"2000";"8005";"2000";"561.396";"4789";"1088"
"9035";"Município";"1502152";"Canaã dos Carajás";"989";"2000";"8005";"2000";"1.854.172";"10922";"1928"
"9035";"Município";"5102694";"Canabrava do Norte";"990";"2000";"8005";"2000";"592.156";"4989";"1199"
"9035";"Município";"3509908";"Cananéia";"991";"2000";"8005";"2000";"2.853.148";"12298";"2383"
"9035";"Município";"2701605";"Canapi";"992";"2000";"8005";"2000";"738.829";"17334";"2330"
"9035";"Município";"2906105";"Canápolis";"993";"2000";"8005";"2000";"792.490";"9743";"2365"
"9035";"Município";"3111804";"Canápolis";"994";"2000";"8005";"2000";"2.062.597";"10633";"2241"
"9035";"Município";"2906204";"Canarana";"995";"2000";"8005";"2000";"1.901.224";"21665";"2322"
"9035";"Município";"5102702";"Canarana";"996";"2000";"8005";"2000";"4.322.833";"15408";"1665"
"9035";"Município";"3509957";"Canas";"997";"2000";"8005";"2000";"583.845";"3614";"776"
"9035";"Município";"2202251";"Canavieira";"998";"2000";"8005";"2000";"200.565";"4114";"788"
"9035";"Município";"2906303";"Canavieiras";"999";"2000";"8005";"2000";"4.285.328";"35322";"3821"
"9035";"Município";"2906402";"Candeal";"1000";"2000";"8005";"2000";"707.018";"10121";"2364"
"9035";"Município";"2906501";"Candeias";"1001";"2000";"8005";"2000";"11.465.274";"76783";"7920"
"9035";"Município";"3112000";"Candeias";"1002";"2000";"8005";"2000";"3.060.253";"14461";"3321"
"9035";"Município";"1100809";"Candeias do Jamari";"1003";"2000";"8005";"2000";"1.723.841";"13107";"2774"
"9035";"Município";"4304200";"Candelária";"1004";"2000";"8005";"2000";"5.993.744";"29585";"2992"
"9035";"Município";"2906600";"Candiba";"1005";"2000";"8005";"2000";"871.833";"12280";"3218"
"9035";"Município";"4104402";"Cândido de Abreu";"1006";"2000";"8005";"2000";"2.047.204";"18795";"2285"
"9035";"Município";"4304309";"Cândido Godói";"1007";"2000";"8005";"2000";"1.382.791";"7092";"1357"
"9035";"Município";"2102606";"Cândido Mendes";"1008";"2000";"8005";"2000";"1.039.643";"16901";"2234"
"9035";"Município";"3510005";"Cândido Mota";"1009";"2000";"8005";"2000";"7.614.073";"29280";"3112"
"9035";"Município";"3510104";"Cândido Rodrigues";"1010";"2000";"8005";"2000";"584.320";"2613";"608"
"9035";"Município";"2906709";"Cândido Sales";"1011";"2000";"8005";"2000";"3.160.621";"28516";"2636"
"9035";"Município";"4304358";"Candiota";"1012";"2000";"8005";"2000";"1.957.236";"8065";"1575"
"9035";"Município";"4104428";"Candói";"1013";"2000";"8005";"2000";"2.514.033";"14185";"2966"
"9035";"Município";"4304408";"Canela";"1014";"2000";"8005";"2000";"10.423.790";"33625";"3214"
"9035";"Município";"4203709";"Canelinha";"1015";"2000";"8005";"2000";"2.317.223";"9004";"1869"
"9035";"Município";"2402204";"Canguaretama";"1016";"2000";"8005";"2000";"1.937.835";"27011";"2827"
"9035";"Município";"4304507";"Canguçu";"1017";"2000";"8005";"2000";"9.208.409";"51447";"5024"
"9035";"Município";"2801108";"Canhoba";"1018";"2000";"8005";"2000";"267.265";"3965";"881"
"9035";"Município";"2603702";"Canhotinho";"1019";"2000";"8005";"2000";"2.081.695";"24920";"2656"
"9035";"Município";"2302800";"Canindé";"1020";"2000";"8005";"2000";"5.469.383";"69601";"7606"
"9035";"Município";"2801207";"Canindé de São Francisco";"1021";"2000";"8005";"2000";"1.651.814";"17754";"1935"
"9035";"Município";"3510153";"Canitar";"1022";"2000";"8005";"2000";"536.154";"3481";"694"
"9035";"Município";"4304606";"Canoas";"1023";"2000";"8005";"2000";"108.052.655";"306093";"30383"
"9035";"Município";"4203808";"Canoinhas";"1024";"2000";"8005";"2000";"13.167.799";"51631";"5300"
"9035";"Município";"2906808";"Cansanção";"1025";"2000";"8005";"2000";"1.797.294";"31947";"4032"
"9035";"Município";"1400175";"Cantá";"1026";"2000";"8005";"2000";"1.051.242";"8571";"1631"
"9035";"Município";"3112059";"Cantagalo";"1027";"2000";"8005";"2000";"366.451";"3838";"694"
"9035";"Município";"3301108";"Cantagalo";"1028";"2000";"8005";"2000";"5.043.809";"19835";"2191"
"9035";"Município";"4104451";"Cantagalo";"1029";"2000";"8005";"2000";"1.922.023";"12810";"2625"
"9035";"Município";"2102705";"Cantanhede";"1030";"2000";"8005";"2000";"684.794";"17713";"3927"
"9035";"Município";"2202307";"Canto do Buriti";"1031";"2000";"8005";"2000";"1.867.106";"18371";"1978"
"9035";"Município";"2906824";"Canudos";"1032";"2000";"8005";"2000";"1.040.418";"13761";"1692"
"9035";"Município";"1300904";"Canutama";"1033";"2000";"8005";"2000";"676.289";"10737";"2145"
"9035";"Município";"1502202";"Capanema";"1034";"2000";"8005";"2000";"8.164.779";"57119";"6009"
"9035";"Município";"4104501";"Capanema";"1035";"2000";"8005";"2000";"4.265.811";"18239";"1933"
"9035";"Município";"4203253";"Capão Alto";"1036";"2000";"8005";"2000";"528.335";"3020";"622"
"9035";"Município";"3510203";"Capão Bonito";"1037";"2000";"8005";"2000";"8.632.526";"46732";"4907"
"9035";"Município";"4304630";"Capão da Canoa";"1038";"2000";"8005";"2000";"9.195.381";"30498";"2956"
"9035";"Município";"4304663";"Capão do Leão";"1039";"2000";"8005";"2000";"4.121.740";"23718";"2285"
"9035";"Município";"3112109";"Caparaó";"1040";"2000";"8005";"2000";"903.494";"5000";"1073"
"9035";"Município";"2701704";"Capela";"1041";"2000";"8005";"2000";"1.401.692";"19302";"2436"
"9035";"Município";"2801306";"Capela";"1042";"2000";"8005";"2000";"2.074.647";"26518";"2903"
"9035";"Município";"4304689";"Capela de Santana";"1043";"2000";"8005";"2000";"1.911.994";"10032";"1946"
"9035";"Município";"3510302";"Capela do Alto";"1044";"2000";"8005";"2000";"2.742.553";"14247";"2935"
"9035";"Município";"2906857";"Capela do Alto Alegre";"1045";"2000";"8005";"2000";"1.286.016";"11898";"2317"
"9035";"Município";"3112208";"Capela Nova";"1046";"2000";"8005";"2000";"567.982";"4964";"1169"
"9035";"Município";"3112307";"Capelinha";"1047";"2000";"8005";"2000";"4.512.387";"31231";"3409"
"9035";"Município";"3112406";"Capetinga";"1048";"2000";"8005";"2000";"1.733.717";"7424";"1556"
"9035";"Município";"2504033";"Capim";"1049";"2000";"8005";"2000";"244.713";"4180";"808"
"9035";"Município";"3112505";"Capim Branco";"1050";"2000";"8005";"2000";"1.348.334";"7900";"1541"
"9035";"Município";"2906873";"Capim Grosso";"1051";"2000";"8005";"2000";"2.532.025";"23908";"2505"
"9035";"Município";"3112604";"Capinópolis";"1052";"2000";"8005";"2000";"3.427.394";"14403";"2911"
"9035";"Município";"4203907";"Capinzal";"1053";"2000";"8005";"2000";"5.264.797";"19955";"1897"
"9035";"Município";"2102754";"Capinzal do Norte";"1054";"2000";"8005";"2000";"598.944";"10656";"2546"
"9035";"Município";"2302909";"Capistrano";"1055";"2000";"8005";"2000";"874.889";"15830";"1842"
"9035";"Município";"4304697";"Capitão";"1056";"2000";"8005";"2000";"715.288";"2565";"461"
"9035";"Município";"3112653";"Capitão Andrade";"1057";"2000";"8005";"2000";"455.764";"4306";"915"
"9035";"Município";"2202406";"Capitão de Campos";"1058";"2000";"8005";"2000";"594.671";"10036";"2235"
"9035";"Município";"3112703";"Capitão Enéas";"1059";"2000";"8005";"2000";"1.332.435";"13113";"2627"
"9035";"Município";"2202455";"Capitão Gervásio Oliveira";"1060";"2000";"8005";"2000";"195.659";"3492";"906"
"9035";"Município";"4104600";"Capitão Leônidas Marques";"1061";"2000";"8005";"2000";"3.576.787";"14377";"2948"
"9035";"Município";"1502301";"Capitão Poço";"1062";"2000";"8005";"2000";"4.728.521";"50815";"6507"
"9035";"Município";"3112802";"Capitólio";"1063";"2000";"8005";"2000";"1.937.014";"7737";"1618"
"9035";"Município";"3510401";"Capivari";"1064";"2000";"8005";"2000";"13.206.785";"41468";"4195"
"9035";"Município";"4203956";"Capivari de Baixo";"1065";"2000";"8005";"2000";"4.170.472";"18561";"1898"
"9035";"Município";"4304671";"Capivari do Sul";"1066";"2000";"8005";"2000";"1.294.040";"3107";"701"
"9035";"Município";"1200179";"Capixaba";"1067";"2000";"8005";"2000";"611.470";"5206";"1169"
"9035";"Município";"2603801";"Capoeiras";"1068";"2000";"8005";"2000";"1.439.051";"19556";"2332"
"9035";"Município";"3112901";"Caputira";"1069";"2000";"8005";"2000";"1.560.499";"8834";"1951"
"9035";"Município";"4304713";"Caraá";"1070";"2000";"8005";"2000";"932.804";"6403";"1273"
"9035";"Município";"1400209";"Caracaraí";"1071";"2000";"8005";"2000";"2.178.743";"14286";"2742"
"9035";"Município";"2202505";"Caracol";"1072";"2000";"8005";"2000";"584.420";"8040";"1522"
"9035";"Município";"5002803";"Caracol";"1073";"2000";"8005";"2000";"621.203";"4592";"857"
"9035";"Município";"3510500";"Caraguatatuba";"1074";"2000";"8005";"2000";"25.768.977";"78921";"7832"
"9035";"Município";"3113008";"Caraí";"1075";"2000";"8005";"2000";"1.766.726";"20981";"2476"
