"Código do Nível Geográfico";"Nível Geográfico";"Código do Item Geográfico";"Item Geográfico";"Ordem Geográfica";"Código do Item Temporal";"Nível Temporal";"Item Temporal";"Total de rendimentos brutos (operação: Soma)";"Freqüência";"Observações"
"9035";"Município";"4202305";"Biguaçu";"616";"2000";"8005";"2000";"14.394.241";"48077";"5136"
"9035";"Município";"3506409";"Bilac";"617";"2000";"8005";"2000";"1.925.477";"6088";"1279"
"9035";"Município";"3107000";"Biquinhas";"618";"2000";"8005";"2000";"497.401";"2821";"656"
"9035";"Município";"3506508";"Birigui";"619";"2000";"8005";"2000";"35.091.716";"94300";"9557"
"9035";"Município";"3506607";"Biritiba-Mirim";"620";"2000";"8005";"2000";"5.917.249";"24653";"2365"
"9035";"Município";"2903607";"Biritinga";"621";"2000";"8005";"2000";"1.189.920";"14641";"3526"
"9035";"Município";"4102901";"Bituruna";"622";"2000";"8005";"2000";"2.563.524";"15994";"1921"
"9035";"Município";"4202404";"Blumenau";"623";"2000";"8005";"2000";"121.064.999";"261808";"26758"
"9035";"Município";"3107109";"Boa Esperança";"624";"2000";"8005";"2000";"10.331.303";"37074";"4209"
"9035";"Município";"3201001";"Boa Esperança";"625";"2000";"8005";"2000";"2.345.151";"13679";"3055"
"9035";"Município";"4103008";"Boa Esperança";"626";"2000";"8005";"2000";"837.868";"5162";"1186"
"9035";"Município";"4103024";"Boa Esperança do Iguaçu";"627";"2000";"8005";"2000";"516.251";"3107";"612"
"9035";"Município";"3506706";"Boa Esperança do Sul";"628";"2000";"8005";"2000";"3.064.950";"12573";"2678"
"9035";"Município";"2201770";"Boa Hora";"629";"2000";"8005";"2000";"327.189";"5170";"925"
"9035";"Município";"2903706";"Boa Nova";"630";"2000";"8005";"2000";"1.116.718";"20544";"2568"
"9035";"Município";"2502102";"Boa Ventura";"631";"2000";"8005";"2000";"437.666";"6588";"1534"
"9035";"Município";"4103040";"Boa Ventura de São Roque";"632";"2000";"8005";"2000";"1.233.412";"6780";"1419"
"9035";"Município";"2302404";"Boa Viagem";"633";"2000";"8005";"2000";"4.190.511";"50306";"5883"
"9035";"Município";"1400100";"Boa Vista";"634";"2000";"8005";"2000";"60.321.575";"200568";"20012"
"9035";"Município";"2502151";"Boa Vista";"635";"2000";"8005";"2000";"615.328";"4983";"1005"
"9035";"Município";"4103057";"Boa Vista da Aparecida";"636";"2000";"8005";"2000";"1.545.852";"8423";"1807"
"9035";"Município";"4302154";"Boa Vista das Missões";"637";"2000";"8005";"2000";"542.285";"2188";"440"
"9035";"Município";"4302204";"Boa Vista do Buricá";"638";"2000";"8005";"2000";"1.848.229";"6587";"1317"
"9035";"Município";"2101970";"Boa Vista do Gurupi";"639";"2000";"8005";"2000";"325.928";"5128";"961"
"9035";"Município";"1300680";"Boa Vista do Ramos";"640";"2000";"8005";"2000";"601.839";"10653";"2454"
"9035";"Município";"4302253";"Boa Vista do Sul";"641";"2000";"8005";"2000";"1.184.653";"2840";"570"
"9035";"Município";"2903805";"Boa Vista do Tupim";"642";"2000";"8005";"2000";"1.079.288";"18408";"2018"
"9035";"Município";"2701001";"Boca da Mata";"643";"2000";"8005";"2000";"2.056.635";"24227";"2637"
"9035";"Município";"1300706";"Boca do Acre";"644";"2000";"8005";"2000";"2.572.131";"26959";"2722"
"9035";"Município";"2201804";"Bocaina";"645";"2000";"8005";"2000";"487.119";"4261";"1034"
"9035";"Município";"3506805";"Bocaina";"646";"2000";"8005";"2000";"2.881.026";"9442";"1957"
"9035";"Município";"3107208";"Bocaina de Minas";"647";"2000";"8005";"2000";"1.054.309";"5020";"1427"
"9035";"Município";"4202438";"Bocaina do Sul";"648";"2000";"8005";"2000";"430.846";"2980";"625"
"9035";"Município";"3107307";"Bocaiúva";"649";"2000";"8005";"2000";"6.135.468";"42806";"4538"
"9035";"Município";"4103107";"Bocaiúva do Sul";"650";"2000";"8005";"2000";"1.710.496";"9050";"1997"
"9035";"Município";"2401651";"Bodó";"651";"2000";"8005";"2000";"207.282";"2775";"657"
"9035";"Município";"2602001";"Bodocó";"652";"2000";"8005";"2000";"2.419.304";"31731";"3572"
"9035";"Município";"5002159";"Bodoquena";"653";"2000";"8005";"2000";"1.362.596";"8367";"1716"
"9035";"Município";"3506904";"Bofete";"654";"2000";"8005";"2000";"2.165.518";"7384";"1668"
"9035";"Município";"3507001";"Boituva";"655";"2000";"8005";"2000";"11.309.514";"34368";"3511"
"9035";"Município";"2602100";"Bom Conselho";"656";"2000";"8005";"2000";"3.447.231";"42657";"4928"
"9035";"Município";"3107406";"Bom Despacho";"657";"2000";"8005";"2000";"12.226.339";"39943";"4026"
"9035";"Município";"2102002";"Bom Jardim";"658";"2000";"8005";"2000";"1.901.815";"35395";"4156"
"9035";"Município";"2602209";"Bom Jardim";"659";"2000";"8005";"2000";"2.765.956";"37544";"4667"
"9035";"Município";"3300506";"Bom Jardim";"660";"2000";"8005";"2000";"5.482.306";"22651";"2903"
"9035";"Município";"4202503";"Bom Jardim da Serra";"661";"2000";"8005";"2000";"902.596";"4079";"849"
"9035";"Município";"5203401";"Bom Jardim de Goiás";"662";"2000";"8005";"2000";"1.447.086";"8068";"1553"
"9035";"Município";"3107505";"Bom Jardim de Minas";"663";"2000";"8005";"2000";"1.089.149";"6643";"1447"
"9035";"Município";"2201903";"Bom Jesus";"664";"2000";"8005";"2000";"2.159.883";"15924";"3111"
"9035";"Município";"2401701";"Bom Jesus";"665";"2000";"8005";"2000";"714.067";"8608";"1822"
"9035";"Município";"2502201";"Bom Jesus";"666";"2000";"8005";"2000";"166.719";"2193";"466"
"9035";"Município";"4202537";"Bom Jesus";"667";"2000";"8005";"2000";"322.847";"2046";"427"
"9035";"Município";"4302303";"Bom Jesus";"668";"2000";"8005";"2000";"2.498.988";"12014";"2380"
"9035";"Município";"2903904";"Bom Jesus da Lapa";"669";"2000";"8005";"2000";"6.940.503";"54421";"5520"
"9035";"Município";"3107604";"Bom Jesus da Penha";"670";"2000";"8005";"2000";"1.282.700";"3523";"706"
"9035";"Município";"2903953";"Bom Jesus da Serra";"671";"2000";"8005";"2000";"531.281";"10502";"2424"
"9035";"Município";"2102036";"Bom Jesus das Selvas";"672";"2000";"8005";"2000";"1.277.234";"16545";"3578"
"9035";"Município";"5203500";"Bom Jesus de Goiás";"673";"2000";"8005";"2000";"3.865.177";"16257";"1649"
"9035";"Município";"3107703";"Bom Jesus do Amparo";"674";"2000";"8005";"2000";"884.520";"4817";"1004"
"9035";"Município";"3107802";"Bom Jesus do Galho";"675";"2000";"8005";"2000";"1.766.030";"16173";"3628"
"9035";"Município";"3300605";"Bom Jesus do Itabapoana";"676";"2000";"8005";"2000";"8.138.286";"33655";"3844"
"9035";"Município";"3201100";"Bom Jesus do Norte";"677";"2000";"8005";"2000";"1.860.122";"9226";"1892"
"9035";"Município";"4202578";"Bom Jesus do Oeste";"678";"2000";"8005";"2000";"307.098";"2150";"408"
"9035";"Município";"4103156";"Bom Jesus do Sul";"679";"2000";"8005";"2000";"466.781";"4154";"971"
"9035";"Município";"1501576";"Bom Jesus do Tocantins";"680";"2000";"8005";"2000";"1.401.894";"13106";"2792"
"9035";"Município";"1703305";"Bom Jesus do Tocantins";"681";"2000";"8005";"2000";"221.808";"2323";"402"
"9035";"Município";"3507100";"Bom Jesus dos Perdões";"682";"2000";"8005";"2000";"3.901.031";"13313";"2873"
"9035";"Município";"2102077";"Bom Lugar";"683";"2000";"8005";"2000";"566.346";"11534";"2156"
"9035";"Município";"4302352";"Bom Princípio";"684";"2000";"8005";"2000";"2.937.401";"9494";"1853"
"9035";"Município";"2201919";"Bom Princípio do Piauí";"685";"2000";"8005";"2000";"321.691";"4625";"955"
"9035";"Município";"4302378";"Bom Progresso";"686";"2000";"8005";"2000";"420.353";"2831";"517"
"9035";"Município";"3107901";"Bom Repouso";"687";"2000";"8005";"2000";"2.688.660";"10855";"2825"
"9035";"Município";"4202602";"Bom Retiro";"688";"2000";"8005";"2000";"1.666.535";"7967";"1641"
"9035";"Município";"4302402";"Bom Retiro do Sul";"689";"2000";"8005";"2000";"2.953.138";"10788";"2116"
"9035";"Município";"2502300";"Bom Sucesso";"690";"2000";"8005";"2000";"409.475";"5285";"1215"
"9035";"Município";"3108008";"Bom Sucesso";"691";"2000";"8005";"2000";"3.557.950";"17064";"1957"
"9035";"Município";"4103206";"Bom Sucesso";"692";"2000";"8005";"2000";"1.115.899";"6173";"1349"
"9035";"Município";"3507159";"Bom Sucesso de Itararé";"693";"2000";"8005";"2000";"433.689";"3231";"609"
"9035";"Município";"4103222";"Bom Sucesso do Sul";"694";"2000";"8005";"2000";"639.666";"3392";"710"
"9035";"Município";"4202453";"Bombinhas";"695";"2000";"8005";"2000";"2.710.395";"8716";"1834"
"9035";"Município";"1400159";"Bonfim";"696";"2000";"8005";"2000";"933.995";"9326";"2004"
"9035";"Município";"3108107";"Bonfim";"697";"2000";"8005";"2000";"1.067.966";"6866";"1510"
"9035";"Município";"2201929";"Bonfim do Piauí";"698";"2000";"8005";"2000";"397.799";"4881";"939"
"9035";"Município";"5203559";"Bonfinópolis";"699";"2000";"8005";"2000";"1.067.675";"5353";"1022"
"9035";"Município";"3108206";"Bonfinópolis de Minas";"700";"2000";"8005";"2000";"1.020.028";"6443";"1407"
"9035";"Município";"2904001";"Boninal";"701";"2000";"8005";"2000";"962.095";"12461";"2674"
"9035";"Município";"1501600";"Bonito";"702";"2000";"8005";"2000";"803.222";"9814";"2118"
"9035";"Município";"2602308";"Bonito";"703";"2000";"8005";"2000";"3.992.968";"38908";"4882"
"9035";"Município";"2904050";"Bonito";"704";"2000";"8005";"2000";"983.548";"12902";"1413"
"9035";"Município";"5002209";"Bonito";"705";"2000";"8005";"2000";"3.964.577";"16956";"3312"
"9035";"Município";"3108255";"Bonito de Minas";"706";"2000";"8005";"2000";"335.847";"7863";"1398"
"9035";"Município";"2502409";"Bonito de Santa Fé";"707";"2000";"8005";"2000";"800.165";"9230";"2202"
"9035";"Município";"5203575";"Bonópolis";"708";"2000";"8005";"2000";"339.226";"2598";"526"
"9035";"Município";"2502508";"Boqueirão";"709";"2000";"8005";"2000";"1.434.645";"15867";"1741"
"9035";"Município";"4302451";"Boqueirão do Leão";"710";"2000";"8005";"2000";"1.530.686";"7825";"1610"
"9035";"Município";"2201945";"Boqueirão do Piauí";"711";"2000";"8005";"2000";"266.692";"5567";"1148"
"9035";"Município";"2800670";"Boquim";"712";"2000";"8005";"2000";"2.291.215";"24188";"2616"
"9035";"Município";"2904100";"Boquira";"713";"2000";"8005";"2000";"1.800.647";"22121";"2705"
"9035";"Município";"3507209";"Borá";"714";"2000";"8005";"2000";"188.395";"795";"149"
"9035";"Município";"3507308";"Boracéia";"715";"2000";"8005";"2000";"961.250";"3739";"918"
"9035";"Município";"1300805";"Borba";"716";"2000";"8005";"2000";"1.730.066";"28619";"3039"
"9035";"Município";"2502706";"Borborema";"717";"2000";"8005";"2000";"396.529";"4730";"948"
"9035";"Município";"3507407";"Borborema";"718";"2000";"8005";"2000";"3.528.193";"13193";"2702"
"9035";"Município";"3108305";"Borda da Mata";"719";"2000";"8005";"2000";"4.011.455";"14439";"2959"
"9035";"Município";"3507456";"Borebi";"720";"2000";"8005";"2000";"363.696";"1933";"415"
"9035";"Município";"4103305";"Borrazópolis";"721";"2000";"8005";"2000";"1.498.625";"9453";"2065"
"9035";"Município";"4302501";"Bossoroca";"722";"2000";"8005";"2000";"1.243.369";"7757";"1541"
"9035";"Município";"3108404";"Botelhos";"723";"2000";"8005";"2000";"5.219.219";"15101";"1579"
"9035";"Município";"3507506";"Botucatu";"724";"2000";"8005";"2000";"46.022.202";"108306";"10948"
"9035";"Município";"3108503";"Botumirim";"725";"2000";"8005";"2000";"480.276";"6834";"1442"
"9035";"Município";"2904209";"Botuporã";"726";"2000";"8005";"2000";"622.363";"11522";"2856"
"9035";"Município";"4202701";"Botuverá";"727";"2000";"8005";"2000";"1.041.878";"3756";"600"
"9035";"Município";"4202800";"Braço do Norte";"728";"2000";"8005";"2000";"10.841.442";"24802";"2547"
"9035";"Município";"4202859";"Braço do Trombudo";"729";"2000";"8005";"2000";"737.192";"3187";"663"
"9035";"Município";"4302600";"Braga";"730";"2000";"8005";"2000";"534.957";"4198";"848"
"9035";"Município";"1501709";"Bragança";"731";"2000";"8005";"2000";"9.898.495";"93779";"9895"
"9035";"Município";"3507605";"Bragança Paulista";"732";"2000";"8005";"2000";"49.569.671";"125031";"13146"
"9035";"Município";"4103354";"Braganey";"733";"2000";"8005";"2000";"724.317";"6191";"1322"
"9035";"Município";"2701100";"Branquinha";"734";"2000";"8005";"2000";"678.462";"11325";"2434"
"9035";"Município";"3108701";"Brás Pires";"735";"2000";"8005";"2000";"462.170";"5107";"1014"
"9035";"Município";"1501725";"Brasil Novo";"736";"2000";"8005";"2000";"2.573.875";"17193";"1541"
"9035";"Município";"5002308";"Brasilândia";"737";"2000";"8005";"2000";"3.452.457";"11956";"2541"
"9035";"Município";"3108552";"Brasilândia de Minas";"738";"2000";"8005";"2000";"2.152.559";"11473";"2637"
"9035";"Município";"4103370";"Brasilândia do Sul";"739";"2000";"8005";"2000";"708.135";"3889";"890"
"9035";"Município";"1703602";"Brasilândia do Tocantins";"740";"2000";"8005";"2000";"224.614";"1923";"370"
"9035";"Município";"1200104";"Brasiléia";"741";"2000";"8005";"2000";"2.271.611";"17013";"3464"
"9035";"Município";"2201960";"Brasileira";"742";"2000";"8005";"2000";"461.857";"7366";"1619"
"9035";"Município";"5300108";"Brasília";"743";"2000";"8005";"2000";"1.234.788.271";"2051146";"200888"
"9035";"Município";"3108602";"Brasília de Minas";"744";"2000";"8005";"2000";"3.567.891";"31194";"4120"
"9035";"Município";"5101902";"Brasnorte";"745";"2000";"8005";"2000";"2.651.288";"9815";"1821"
"9035";"Município";"3108909";"Brasópolis";"746";"2000";"8005";"2000";"3.553.907";"15165";"1551"
"9035";"Município";"3507704";"Braúna";"747";"2000";"8005";"2000";"1.119.199";"4383";"1031"
"9035";"Município";"3108800";"Braúnas";"748";"2000";"8005";"2000";"519.688";"5408";"1217"
"9035";"Município";"5203609";"Brazabrantes";"749";"2000";"8005";"2000";"419.634";"2772";"594"
"9035";"Município";"2602407";"Brejão";"750";"2000";"8005";"2000";"572.926";"8916";"2014"
"9035";"Município";"3201159";"Brejetuba";"751";"2000";"8005";"2000";"2.196.141";"11687";"2376"
"9035";"Município";"2401800";"Brejinho";"752";"2000";"8005";"2000";"973.153";"10317";"2200"
"9035";"Município";"2602506";"Brejinho";"753";"2000";"8005";"2000";"424.058";"7278";"1579"
"9035";"Município";"1703701";"Brejinho de Nazaré";"754";"2000";"8005";"2000";"567.507";"4877";"951"
"9035";"Município";"2102101";"Brejo";"755";"2000";"8005";"2000";"1.399.242";"27513";"2948"
"9035";"Município";"3507753";"Brejo Alegre";"756";"2000";"8005";"2000";"393.547";"2308";"488"
"9035";"Município";"2602605";"Brejo da Madre de Deus";"757";"2000";"8005";"2000";"3.941.984";"38109";"4228"
"9035";"Município";"2102150";"Brejo de Areia";"758";"2000";"8005";"2000";"442.804";"10418";"1603"
"9035";"Município";"2502805";"Brejo do Cruz";"759";"2000";"8005";"2000";"1.249.004";"11868";"2372"
"9035";"Município";"2201988";"Brejo do Piauí";"760";"2000";"8005";"2000";"220.418";"3986";"927"
"9035";"Município";"2502904";"Brejo dos Santos";"761";"2000";"8005";"2000";"534.428";"5948";"1312"
"9035";"Município";"2800704";"Brejo Grande";"762";"2000";"8005";"2000";"402.609";"7102";"1486"
"9035";"Município";"1501758";"Brejo Grande do Araguaia";"763";"2000";"8005";"2000";"843.138";"7464";"1461"
"9035";"Município";"2302503";"Brejo Santo";"764";"2000";"8005";"2000";"4.432.266";"38484";"3979"
"9035";"Município";"2904308";"Brejões";"765";"2000";"8005";"2000";"1.596.325";"15344";"2070"
"9035";"Município";"2904407";"Brejolândia";"766";"2000";"8005";"2000";"478.569";"8762";"2186"
"9035";"Município";"1501782";"Breu Branco";"767";"2000";"8005";"2000";"4.308.324";"32446";"3286"
"9035";"Município";"1501808";"Breves";"768";"2000";"8005";"2000";"6.825.064";"80158";"8016"
"9035";"Município";"5203807";"Britânia";"769";"2000";"8005";"2000";"913.458";"5279";"1126"
"9035";"Município";"4302659";"Brochier";"770";"2000";"8005";"2000";"1.076.447";"4372";"803"
"9035";"Município";"3507803";"Brodowski";"771";"2000";"8005";"2000";"5.458.865";"17139";"1838"
"9035";"Município";"3507902";"Brotas";"772";"2000";"8005";"2000";"6.532.832";"18886";"2106"
"9035";"Município";"2904506";"Brotas de Macaúbas";"773";"2000";"8005";"2000";"829.565";"13003";"2601"
"9035";"Município";"3109006";"Brumadinho";"774";"2000";"8005";"2000";"7.289.132";"26614";"2822"
"9035";"Município";"2904605";"Brumado";"775";"2000";"8005";"2000";"8.403.233";"62148";"7438"
"9035";"Município";"4202875";"Brunópolis";"776";"2000";"8005";"2000";"479.100";"3331";"746"
"9035";"Município";"4202909";"Brusque";"777";"2000";"8005";"2000";"31.614.978";"76058";"7498"
"9035";"Município";"3109105";"Bueno Brandão";"778";"2000";"8005";"2000";"2.644.148";"10932";"2171"
"9035";"Município";"3109204";"Buenópolis";"779";"2000";"8005";"2000";"1.652.465";"10515";"2653"
"9035";"Município";"2602704";"Buenos Aires";"780";"2000";"8005";"2000";"890.617";"12007";"2865"
"9035";"Município";"2904704";"Buerarema";"781";"2000";"8005";"2000";"1.637.757";"19118";"2279"
"9035";"Município";"3109253";"Bugre";"782";"2000";"8005";"2000";"343.670";"3949";"780"
"9035";"Município";"2602803";"Buíque";"783";"2000";"8005";"2000";"2.699.583";"45047";"5752"
"9035";"Município";"1200138";"Bujari";"784";"2000";"8005";"2000";"796.628";"5826";"1175"
"9035";"Município";"1501907";"Bujaru";"785";"2000";"8005";"2000";"1.593.931";"22508";"2963"
"9035";"Município";"3508009";"Buri";"786";"2000";"8005";"2000";"3.060.138";"17629";"1814"
"9035";"Município";"3508108";"Buritama";"787";"2000";"8005";"2000";"4.020.413";"13854";"2801"
"9035";"Município";"2102200";"Buriti";"788";"2000";"8005";"2000";"1.324.701";"24126";"2720"
"9035";"Município";"5203906";"Buriti Alegre";"789";"2000";"8005";"2000";"1.926.608";"8718";"1784"
"9035";"Município";"2102309";"Buriti Bravo";"790";"2000";"8005";"2000";"1.356.357";"21446";"2195"
"9035";"Município";"5203939";"Buriti de Goiás";"791";"2000";"8005";"2000";"335.181";"2659";"591"
"9035";"Município";"1703800";"Buriti do Tocantins";"792";"2000";"8005";"2000";"586.185";"7842";"1645"
"9035";"Município";"2202000";"Buriti dos Lopes";"793";"2000";"8005";"2000";"1.336.813";"18598";"1939"
"9035";"Município";"2202026";"Buriti dos Montes";"794";"2000";"8005";"2000";"469.124";"7284";"1465"
"9035";"Município";"2102325";"Buriticupu";"795";"2000";"8005";"2000";"5.395.746";"51341";"5829"
"9035";"Município";"5203962";"Buritinópolis";"796";"2000";"8005";"2000";"179.270";"3383";"589"
"9035";"Município";"2904753";"Buritirama";"797";"2000";"8005";"2000";"704.489";"17797";"1761"
"9035";"Município";"2102358";"Buritirana";"798";"2000";"8005";"2000";"704.747";"13822";"2854"
"9035";"Município";"1100452";"Buritis";"799";"2000";"8005";"2000";"6.179.985";"25668";"5278"
"9035";"Município";"3109303";"Buritis";"800";"2000";"8005";"2000";"4.890.689";"20396";"2414"
"9035";"Município";"3508207";"Buritizal";"801";"2000";"8005";"2000";"848.612";"3674";"885"
"9035";"Município";"3109402";"Buritizeiro";"802";"2000";"8005";"2000";"2.683.079";"25904";"2974"
"9035";"Município";"4302709";"Butiá";"803";"2000";"8005";"2000";"4.451.903";"20322";"2169"
"9035";"Município";"1300839";"Caapiranga";"804";"2000";"8005";"2000";"700.018";"8803";"1730"
"9035";"Município";"2503001";"Caaporã";"805";"2000";"8005";"2000";"1.513.602";"18441";"2212"
"9035";"Município";"5002407";"Caarapó";"806";"2000";"8005";"2000";"3.498.628";"20706";"2152"
"9035";"Município";"2904803";"Caatiba";"807";"2000";"8005";"2000";"1.039.074";"15508";"1554"
"9035";"Município";"2503100";"Cabaceiras";"808";"2000";"8005";"2000";"410.213";"4290";"932"
"9035";"Município";"2904852";"Cabaceiras do Paraguaçu";"809";"2000";"8005";"2000";"1.014.753";"15547";"3032"
"9035";"Município";"3109451";"Cabeceira Grande";"810";"2000";"8005";"2000";"854.882";"5920";"1179"
"9035";"Município";"5204003";"Cabeceiras";"811";"2000";"8005";"2000";"997.871";"6758";"1252"
"9035";"Município";"2202059";"Cabeceiras do Piauí";"812";"2000";"8005";"2000";"377.901";"8498";"1543"
"9035";"Município";"2503209";"Cabedelo";"813";"2000";"8005";"2000";"12.918.540";"42832";"4256"
"9035";"Município";"1100031";"Cabixi";"814";"2000";"8005";"2000";"1.314.287";"7518";"1678"
"9035";"Município";"2602902";"Cabo de Santo Agostinho";"815";"2000";"8005";"2000";"20.191.524";"152977";"16185"
"9035";"Município";"3300704";"Cabo Frio";"816";"2000";"8005";"2000";"39.406.421";"126828";"13025"
"9035";"Município";"3109501";"Cabo Verde";"817";"2000";"8005";"2000";"4.692.738";"13727";"2874"
"9035";"Município";"3508306";"Cabrália Paulista";"818";"2000";"8005";"2000";"835.276";"4656";"1055"
"9035";"Município";"3508405";"Cabreúva";"819";"2000";"8005";"2000";"9.001.514";"33100";"3562"
"9035";"Município";"2603009";"Cabrobó";"820";"2000";"8005";"2000";"3.017.029";"26741";"2758"
"9035";"Município";"4203006";"Caçador";"821";"2000";"8005";"2000";"17.484.760";"63322";"6635"
"9035";"Município";"3508504";"Caçapava";"822";"2000";"8005";"2000";"27.587.993";"76130";"8059"
"9035";"Município";"4302808";"Caçapava do Sul";"823";"2000";"8005";"2000";"7.822.319";"34643";"3406"
"9035";"Município";"1100601";"Cacaulândia";"824";"2000";"8005";"2000";"1.216.626";"5372";"889"
"9035";"Município";"4302907";"Cacequi";"825";"2000";"8005";"2000";"2.763.182";"15311";"1524"
"9035";"Município";"5102504";"Cáceres";"826";"2000";"8005";"2000";"18.777.594";"85857";"9222"
"9035";"Município";"2904902";"Cachoeira";"827";"2000";"8005";"2000";"3.665.671";"30416";"3188"
"9035";"Município";"5204102";"Cachoeira Alta";"828";"2000";"8005";"2000";"2.306.203";"8646";"1683"
"9035";"Município";"3109600";"Cachoeira da Prata";"829";"2000";"8005";"2000";"784.686";"3780";"736"
"9035";"Município";"5204201";"Cachoeira de Goiás";"830";"2000";"8005";"2000";"242.963";"1498";"292"
"9035";"Município";"3109709";"Cachoeira de Minas";"831";"2000";"8005";"2000";"2.086.453";"10555";"2307"
"9035";"Município";"3102704";"Cachoeira de Pajeú";"832";"2000";"8005";"2000";"672.740";"8523";"1899"
"9035";"Município";"1502004";"Cachoeira do Arari";"833";"2000";"8005";"2000";"1.992.711";"16700";"2103"
"9035";"Município";"1501956";"Cachoeira do Piriá";"834";"2000";"8005";"2000";"790.086";"15437";"2977"
"9035";"Município";"4303004";"Cachoeira do Sul";"835";"2000";"8005";"2000";"25.448.321";"87873";"8940"
"9035";"Município";"2503308";"Cachoeira dos Índios";"836";"2000";"8005";"2000";"599.504";"7834";"1708"
"9035";"Município";"3109808";"Cachoeira Dourada";"837";"2000";"8005";"2000";"570.347";"2305";"480"
"9035";"Município";"5204250";"Cachoeira Dourada";"838";"2000";"8005";"2000";"1.872.687";"8525";"1686"
"9035";"Município";"2102374";"Cachoeira Grande";"839";"2000";"8005";"2000";"288.832";"7383";"1742"
"9035";"Município";"3508603";"Cachoeira Paulista";"840";"2000";"8005";"2000";"7.465.614";"27205";"2819"
"9035";"Município";"3300803";"Cachoeiras de Macacu";"841";"2000";"8005";"2000";"10.618.732";"48543";"5471"
"9035";"Município";"1703826";"Cachoeirinha";"842";"2000";"8005";"2000";"118.311";"2023";"382"
"9035";"Município";"2603108";"Cachoeirinha";"843";"2000";"8005";"2000";"2.144.884";"17042";"1880"
"9035";"Município";"4303103";"Cachoeirinha";"844";"2000";"8005";"2000";"34.047.016";"107564";"10712"
"9035";"Município";"3201209";"Cachoeiro de Itapemirim";"845";"2000";"8005";"2000";"48.312.956";"174879";"18484"
"9035";"Município";"2503407";"Cacimba de Areia";"846";"2000";"8005";"2000";"238.899";"3577";"797"
"9035";"Município";"2503506";"Cacimba de Dentro";"847";"2000";"8005";"2000";"1.026.754";"16817";"1660"
"9035";"Município";"2503555";"Cacimbas";"848";"2000";"8005";"2000";"274.305";"6979";"1342"
"9035";"Município";"2701209";"Cacimbinhas";"849";"2000";"8005";"2000";"685.511";"9552";"2056"
"9035";"Município";"4303202";"Cacique Doble";"850";"2000";"8005";"2000";"822.833";"4770";"915"
"9035";"Município";"1100049";"Cacoal";"851";"2000";"8005";"2000";"16.906.514";"73568";"7894"
"9035";"Município";"3508702";"Caconde";"852";"2000";"8005";"2000";"4.595.798";"18378";"2208"
"9035";"Município";"5204300";"Caçu";"853";"2000";"8005";"2000";"2.965.208";"10575";"2035"
"9035";"Município";"2905008";"Caculé";"854";"2000";"8005";"2000";"2.982.411";"20339";"2225"
"9035";"Município";"2905107";"Caém";"855";"2000";"8005";"2000";"809.441";"12563";"1556"
"9035";"Município";"3109907";"Caetanópolis";"856";"2000";"8005";"2000";"2.026.874";"8571";"1740"
"9035";"Município";"2905156";"Caetanos";"857";"2000";"8005";"2000";"807.231";"13076";"2978"
"9035";"Município";"3110004";"Caeté";"858";"2000";"8005";"2000";"9.386.635";"36299";"3704"
"9035";"Município";"2603207";"Caetés";"859";"2000";"8005";"2000";"1.347.070";"24137";"2733"
"9035";"Município";"2905206";"Caetité";"860";"2000";"8005";"2000";"4.967.779";"45727";"5881"
"9035";"Município";"2905305";"Cafarnaum";"861";"2000";"8005";"2000";"1.388.384";"16059";"3382"
"9035";"Município";"4103404";"Cafeara";"862";"2000";"8005";"2000";"392.455";"2485";"511"
"9035";"Município";"3508801";"Cafelândia";"863";"2000";"8005";"2000";"4.965.953";"15793";"1662"
"9035";"Município";"4103453";"Cafelândia";"864";"2000";"8005";"2000";"2.920.918";"11143";"2233"
"9035";"Município";"4103479";"Cafezal do Sul";"865";"2000";"8005";"2000";"948.173";"4648";"1051"
"9035";"Município";"3508900";"Caiabu";"866";"2000";"8005";"2000";"679.263";"4077";"918"
"9035";"Município";"3110103";"Caiana";"867";"2000";"8005";"2000";"892.624";"4367";"832"
"9035";"Município";"5204409";"Caiapônia";"868";"2000";"8005";"2000";"2.722.632";"14673";"2899"
"9035";"Município";"4303301";"Caibaté";"869";"2000";"8005";"2000";"1.448.176";"7243";"1436"
"9035";"Município";"4203105";"Caibi";"870";"2000";"8005";"2000";"1.816.683";"6354";"1200"
"9035";"Município";"2503605";"Caiçara";"871";"2000";"8005";"2000";"518.445";"7325";"1538"
"9035";"Município";"4303400";"Caiçara";"872";"2000";"8005";"2000";"1.186.367";"5580";"1200"
"9035";"Município";"2401859";"Caiçara do Norte";"873";"2000";"8005";"2000";"394.445";"5842";"1185"
"9035";"Município";"2401909";"Caiçara do Rio do Vento";"874";"2000";"8005";"2000";"197.219";"2867";"593"
"9035";"Município";"2402006";"Caicó";"875";"2000";"8005";"2000";"11.737.702";"57002";"5911"
"9035";"Município";"3509007";"Caieiras";"876";"2000";"8005";"2000";"22.856.834";"71221";"7239"
"9035";"Município";"2905404";"Cairu";"877";"2000";"8005";"2000";"941.506";"11410";"2090"
"9035";"Município";"3509106";"Caiuá";"878";"2000";"8005";"2000";"611.921";"4192";"883"
"9035";"Município";"3509205";"Cajamar";"879";"2000";"8005";"2000";"15.083.727";"50761";"5148"
"9035";"Município";"2102408";"Cajapió";"880";"2000";"8005";"2000";"395.736";"9622";"2230"
